기사날짜,기사제목,네이버 뉴스 url,기사내용
2021.12.29.,"토스뱅크, 1월1일부터 대출영업 재개…최저 3%대",https://n.news.naver.com/mnews/article/003/0010914712?sid=101,"기사내용 요약최저 3% 초반, 최고 한도 2.7억신용대출·마이너스·비상금 대출[서울=뉴시스] 박은비 기자 = 토스뱅크가 내년 1월1일 오전 11시부터 대출영업을 재개한다고 29일 밝혔다.회사는 그동안 정부의 가계부채 안정화 정책 준수를 위해 지난 10월15일부터 신규 대출서비스를 중단한 상태였다. 이번 대출영업 재개로 최저 금리 연 3% 초반대, 최고 한도 2억7000만원을 제공한다. 고객들은 사용한 만큼만 이자를 부담하는 토스뱅크 마이너스 통장, 최대 300만원 한도의 토스뱅크 비상금 대출도 필요에 따라 선택할 수 있다. 토스뱅크는 자영업자나 1300만 신파일러(금융이력부족자) 등 제1금융권 문턱을 넘지 못한 고객들에게 신용점수 하락에 미치는 악영향을 줄이고 향후 신용도 개선 기회도 제공하겠다는 계획이다. 대출 이용 고객에는 중도상환수수료 무료 혜택도 주어진다. 대출금은 1년 단위로 최대 10년 연장 가능하다. 고객 필요에 따라 만기에 일시상환하거나 원리금을 분할해 상환할 수 있다.토스뱅크 관계자는 ""고객의 신용점수를 진입장벽으로 삼는 대신 건전한 중저신용자를 발굴해 폭넓고 합리적인 대출서비스를 제공할 것""이라며 ""코로나19로 어려움을 겪은 자영업자 등 신용도 개선 효과가 나타날 것으로 기대하고 있다""고 말했다．"
2021.12.29.,"연 3%, 2억7천까지 빌려준다…토스뱅크 1월1일 11시부터 대출재개",https://n.news.naver.com/mnews/article/009/0004901077?sid=101,"대출 한파 계속되는 가운데제1금융권 대비 이자 낮고한도는 높은 상품으로 승부중·저신용자 대출 확대될 전망 인터넷전문은행 토스뱅크가 내년부터 신용대출 문을 다시 연다. 지난 10월 은행 출범 직후 대출 한도 5000억원이 바닥나며 신규 대출을 중단한 지 두 달여 만에 재개한 것이다. 이에 따라 내년부터 금융 고객은 토스뱅크에서 최대 2억7000만원까지 연 3%대 초반 금리로 대출받을 수 있다.토스뱅크는 내년 1월 1일 오전 11시부터 신용대출 영업을 재개한다고 29일 밝혔다. 이날 기준으로 '토스뱅크 신용대출' 고시 금리는 연 3.33%다. 같은 날 다른 은행이 고시한 신용대출 일반 상품 최저 금리는 하나은행 3.39%, 케이뱅크 3.64%, KB국민은행 3.70% 등으로 토스뱅크보다 높다. 내년 1월부터 대출 우대금리를 인상해 최저 금리가 3.40%에서 2.80%로 낮아지는 우리은행 '우리 주거래직장인대출'을 제외하면 가장 낮은 수준이다.대출 최고 한도도 2억7000만원으로 제1금융권 중 상위권이다. 일반적인 신용대출 상품 기준으로 한도를 살펴보면 우리은행 '우리 주거래직장인대출' 2억원, 하나은행 '하나원큐신용대출' 1억5000만원, 케이뱅크 '직장인신용대출' 1억5000만원 등으로 이보다 낮다. 토스뱅크보다 한도가 더 높은 대출 상품은 국민은행 'KB 직장인든든신용대출'(3억원) 등으로 손에 꼽힌다.최대 1억5000만원 한도의 '토스뱅크 마이너스통장', 최대 300만원 한도의 '토스뱅크 비상금대출'도 재개된다. 이 밖에 토스뱅크는 대출 만기 이전 상환 시 부과하는 중도상환수수료를 없애고, 승진·이직·성실 상환 등으로 신용점수 상승이 이뤄지면 '금리인하요구권'을 행사하도록 안내하는 등 혜택도 제공한다.지난 10월 5일 케이뱅크, 카카오뱅크에 이어 국내 세 번째 인터넷전문은행으로 첫발을 내디딘 토스뱅크는 같은 달 14일 신규 대출 취급을 중단했다. 정부의 가계부채 총량 규제 방침에 따라 올해 말까지 최대 5000억원까지만 대출해주기로 금융당국과 약속했는데 이 한도가 영업 시작 9일 만에 소진됐다. 이후 토스뱅크는 신규 대출 없이 연 2% 이율의 수시입출금통장 수신금액만 증가하면서 수익성이 악화됐다. 이 은행은 최근 공지를 통해 내년 1월 5일부터는 1억원 초과분 이율을 0.1%로 조정하겠다고 한 바 있다.토스뱅크가 이날 대출 재개를 발표한 데는 2022년 가계대출 총량에 대한 당국과의 교감이 바탕이 됐다. 올해 대출 공급 금액이 5000억원에 불과한 점을 감안해 시중은행처럼 '연간 가계대출 증가율 5%대'와 같은 수치가 일률적으로 부과되지는 않은 것으로 알려졌다. 금융권에 따르면 규제와 무관하게 자기자본비율 8%를 기준으로 계산한 대출 가능한 금액은 총 6조8000억원가량이다.막혔던 대출이 늘어나면서 토스뱅크의 중·저신용자 대출도 확대될 것으로 전망된다. 토스뱅크는 출범 당시 2022년 말까지 중·저신용자 대상 신용대출 비중을 42%까지 높이기로 당국에 계획안을 냈다. 토스뱅크 관계자는 ""고객의 신용점수를 진입장벽으로 삼는 대신 '건전한 중·저신용자'를 발굴해 폭넓고 합리적인 대출 서비스를 제공하겠다""고 했다.토스뱅크가 말하는 건전한 중·저신용자는 상환 능력이 있지만 금융 이력 부족 등으로 신용등급이 실제보다 낮게 책정된 고객 등을 가리킨다. 토스뱅크는 빅데이터와 결합한 자체 신용평가모형을 바탕으로 이들의 실질소득을 최대한 실제에 가깝게 추정해 신규 대출 여력을 판단한다. 토스뱅크에 따르면 올해 건전한 중·저신용자로 분류된 고객은 제2, 제3금융권 대비 6~8%가량 낮은 금리로 토스뱅크에서 대출을 받을 수 있었다."
2021.12.30.,"""새해 벽두부터 줄서나"" 토스뱅크, 1월1일 11시부터 신용대출 재개",https://n.news.naver.com/mnews/article/417/0000769769?sid=101,"금융당국의 가계대출 총량 규제로 사실상 개점휴업 상태였던 토스뱅크가 내년부터 신용대출 문을 다시 연다./사진=토스뱅크금융당국의 가계대출 총량관리 규제로 사실상 개점휴업 상태였던 토스뱅크가 내년부터 신용대출 문을 다시 연다. 토스뱅크가 신규 대출을 중단한 지 2개월여만이다.30일 토스뱅크에 따르면 회사는 365일 24시간 운영하는 비대면 인터넷전문은행 특성상 내년 1월 1일 오전 11시부터 신용대출 영업을재개한다.신용대출 최저금리는 연 3% 초반이고 최대 한도는 2억7000만원이다. 이날 기준 토스뱅크의 신용대출 최저 금리는 3.32%이지만 향후 정책 등에 따라 금리가 바뀔 수 있다.앞서 토스뱅크는 지난 10월 5일 출범했지만 대출 수요가 급격히 몰리면서 대출총량 한도인 5000억원을 9일만에 모두 소진해 지난 10월 14일부터 신규 대출을 중단한 상태다.토스뱅크는 이번 대출영업 재개를 통해 고객들에게 '내 한도 조회' 서비스 클릭 한 번으로 맞춤형 한도와 금리를 제공할 방침이다. 고객들은 사용한 만큼만 이자를 부담하는 '토스뱅크 마이너스 통장', 최대 300만원 한도의 '토스뱅크 비상금 대출'을 필요에 맞게 선택할 수 있다.토스뱅크 관계자는 ""고객들을 신용점수에 따라 편가르지 않고 동등한 대출기회를 제공할 계획""이라고 말했다. 토스뱅크는 자체 신용평가모형에 따라 고객을 맞춤형으로 분석, 실질소득을 기반으로 신규 대출여력을 판단한다. 고신용자부터 중·저신용자까지 대출상품을 이용할 수 있는 이유다.올해 토스뱅크가 건전한 중·저신용자로 분류해 포용한 고객은 제2, 제3금융권 대비 6~8%포인트 가량 낮은 금리로 대출을 받는 등 제1금융권을 경험했다. 토스뱅크는 내년에도 자영업자나 1300만 씬파일러(금융이력부족자) 등 아직까지 제1금융권의 문턱을 넘지 못한 고객들에게 신용점수 하락에 미치는 악영향을 줄이고 향후 신용도 개선의 기회도 제공할 계획이다.대출 이용 고객에게는 실질적인 혜택도 주어진다. 대출 만기 이전에 대출금을 상환하더라도 중도상환수수료는 무료다. 대출금은 고객의 필요에 따라 만기에 일시상환하거나(1년 단위, 최대 10년까지 연장) 원리금을 분할해 상환할 수 있다.승진, 이직, 성실상환 등으로 신용점수 상승이 이뤄지면 토스뱅크가 먼저 금리인하요구권을 행사하도록 안내한다. 연체, 알림 등 고객 신용도에 필요한 정보도 고객이 놓치지 않도록 미리 알려준다.토스뱅크 관계자는 ""고객의 신용점수를 진입장벽으로 삼는 대신 '건전한 중·저신용자'를 발굴해 폭넓고 합리적인 대출서비스를 제공할 것""이라며 ""코로나19로 어려움을 겪은 자영업자 등 중·저신용자 고객의 신용도 개선 효과가 나타날 것으로 기대하고 있다""고 말했다."
2021.12.30.,"토스·케이뱅크 등 가계부채 증가율 달리 적용되나…금융위 ""협의중""",https://n.news.naver.com/mnews/article/031/0000645409?sid=101,"고승범 금융위원장 ""협의 곧 마무리 될 예정""금융위원회가 토스와 케이뱅크 등 출범 초기인 인터넷전문은행에 대해 은행별 여건에 따라 가계부채 증가율을 다르게 적용될 가능성을 시사했다. 출범 초기를 맞은 인터넷전문은행에 대형 시중은행과 동일한 규제를 적용하는 건 과도한 규제라는 의견을 반영한 것으로 보인다.30일 고승범 금융위원장은 출입기자단과의 송년인사에서 이같이 시사했다.카카오뱅크, 토스뱅크. 케이뱅크 로고. [사진=박은경기자]고 위원장은 출범 초기를 맞은 케이뱅크와 토스뱅크에 대형 시중은행과 동일하게 4~5%의 가계부채 증가율을 적용하는 것이 과도하단 질문에 ""가계부채 증가율에 대해 4~5%대로 관리하겠다고 했는데 은행과 협의를 하고 있다""면서 ""새로출범한 토스와 케이뱅크 등에 대해서도 여건을 고려해 정할 것""이라고 말했다.그러면서 ""자난번 중저신용자 대출 등도 충분히 반영되도록 하려고 협의중인 단게이며 곧 마무리 될 예정이다""라고 덧붙였다.앞서 인터넷전문은행 업계서는 대형은행과 동일한 가계부채 증가율이 적용되는 것에 대해 한계가 크다고 호소했다. 동일한 증가율이라고 하더라도 규모가 다르기 때문이다. 특히 출범 초기라 이전 여신대출실적이 없거나 저조한 이들 은행에선 대출 실행이 모두 증가분으로 잡히는 만큼 한도가 빨리 다다라 영업을 할 수 조차 없는 지경에 이르기도 한다.한 인터넷전문은행 업계 관계자는 ""가계대출 증가율이 4~5%인데 같은 4%라도 작은 인터넷은행과 대출 규모가 큰 시중은행은 다르다""며 ""규모가 작은 인터넷전문은행업계에선 이미 5천억원 안팎이면 소진될 규모다""라고 말했다.실제 토스뱅크의 경우 지난 10월 5일 출범했으나 10일 만에 금융위원회가 권고한 대출 한도 5천억원을 모두 소진하면서 문을 닫아야 했다. 이 규제가 해소되지 않으면 내년도에도 동일한 상황을 맞을 가능성이 높다.지난해 8월 영업을 재개해 대출을 편지 얼마 안 된 케이뱅크도 엄격한 대출 규제에 우려가 큰 건 동일하다. 카카오뱅크도 가계부채 증가율을 고려해 내년도에도 고신용자의 신규 신용대출을 중단하고 중저신용자 대출에 집중키로 했다.카카오뱅크 관계자는 ""2022년에도 카카오뱅크는 금융시장 안정을 위한 가계대출총량 관리 계획을 준수하며 고신용 고객 대상 신용대출보다는 중저신용 고객 대상 대출 확대에 최우선 순위를 두기로 했다""고 전했다.한편 전날 고 위원장은 토스뱅크의 대출 한도 확대에 대해선 협의중인 단계라고 밝혔다."
2021.12.30.,"카카오뱅크, 새해 고신용자 대출 안 한다… “중·저신용층 확대”",https://n.news.naver.com/mnews/article/366/0000783957?sid=101,"고신용자 대상 신용대출·마이너스통장 판매 중단 내년  주택담보·기업 대출 출시        지난 10월부터 고신용자에 대한 신규 대출을 하지 않고 있는 인터넷 전문은행 카카오뱅크가 새해에도 고신용자 대상 신규 대출 중단 기조를 이어간다. 금융당국의 경고에 따라 중·저신용자 대출 확대에 주력한다는 계획이다.30일 카카오뱅크는 내년에도 고신용자를 대상으로 한 신용대출과 마이너스 통장 대출의 신규 판매 중단 조치를 이어간다고 밝혔다. 고신용자는 신용점수가 코리아크레딧뷰(KCB) 기준 820점을 넘는 사람으로, 옛 신용등급으로는 1~3등급에 해당한다. 중저신용자는 신용점수 하위 50%(820점 이하) 대출자를 칭한다.카카오뱅크 관계자는 “금융당국의 내년도 가계대출 총량 관리 계획을 준수하면서 중저신용 고객 대상 대출 확대에 전념하기 위해 이같이 결정했다”고 밝혔다.카카오뱅크는 지난 10월 전·월세 대출을 제외한 고신용자 대출을 중단했다. 앞서 카카오뱅크, 케이뱅크, 토스뱅크 등 인터넷 전문은행이 중·저신용층에 대한 대출 공급을 확대하겠다는 당초 설립 취지에 맞지 않게 고신용자 위주로 보수적인 대출 영업을 한다는 지적이 나온 바 있다. 이에 금융당국은 “인터넷전문은행이 중·저신용자 대출 확대 계획을 미이행하면 신사업 인허가 등에 고려하겠다”고 명시하기도 했다.카카오뱅크 판교오피스./카카오뱅크 제공        내년 카카오뱅크는 중저신용층 대출 확대에 더욱 집중할 계획이다. 내년에도 중신용 대출, 중신용 플러스대출, 사잇돌대출, 햇살론15 등은 올해와 동일하게 신청할 수 있다. 또 오는 1분기에 비대면 주택담보대출(주담대) 상품을 선보일 예정이며, 개인사업자 등을 대상으로 한 기업 대출 시장에도 진출할 계획이다. 고신용자에 대한 신규 대출 판매 중단의 기간을 정하지는 않았으며, 금융 시장의 여건을 고려해 재개 여부를 결정할 예정이다.한편, 지난 10월과 11월 각각 신규 대출을 중단했던 토스뱅크와 케이뱅크는 내년 1월부터 모든 신규 대출을 재개한다고 밝혔다. 지난 10월 출범한 토스뱅크는 오는 1월 1일 오전 11시부터 신용대출, 마이너스통장 등 모든 대출 상품 판매를 재개한다. 금리는 최저 연 3%대 초반, 한도는 최대 2억7000만원으로 매겨질 전망이다.은행연합회 공시에 따르면 케이뱅크의 3분기까지 중·저신용자 대상 대출 비중은 13.7%이고, 카카오뱅크는 13.4%로 집계됐다. 케이뱅크와 카카오뱅크이 제시한 올해 말 중·저신용자 대출 비중 목표치는 각각 21.5%와 20.8%다."
2021.12.31.,내년도 넘기 힘든 대출 문턱…숨구멍은 인터넷은행,https://n.news.naver.com/mnews/article/277/0005023811?sid=101,"총량규제·DSR 강화 등 내년도 은행 대출 문턱 높아인터넷은행, 시중은행 대비 총량규제 완화토스·케이뱅크 등 주목5일 출범 예정인 세 번째 인터넷은행 토스뱅크에 은행권의 관심이 쏠리고 있다. 연 2% 은행권 최대 예금금리와 연 2% 후반 최소 대출금리 등 출범 전부터 파격적인 금리 상품 출시를 밝혀 같은 인터넷은행뿐 아니라 시중은행들까지 긴장하는 모양새다. 특히 금융당국의 가계대출 규제가 더욱 거세지면서 대출 금리 상승, 대출 한도 제한이 이어지는 가운데 최대 한도 2억 7000만 원에 달하는 신용대출을 예고하면서 ‘대출 난민’들의 수요가 몰릴 것이라는 전망도 나온다. 사진은 4일 서울 강남구 토스뱅크 본사 모습./김현민 기자 kimhyun81@직장인 신태현씨(37·가명)의 요즘 최대 고민은 대출이다. 올해 막혔던 은행의 대출 문이 내년부터 열리는 만큼 어느 은행에서 대출을 받아야 하는지 유불리를 따지고 있다. 신 씨는 주변 지인들에게 조언을 구해 토스뱅크에서 대출을 받기로 했다. 신생 은행인 만큼 대출이 다른 곳보다 수월하게 나올 것 같았고, 금리가 연 3%대 초반에 한도가 최대 2억7000만원인 점도 유리하다고 판단했다.내년에도 가계부채 관리가 대폭 강화되며 은행에서 대출받기는 올해 만큼 어려워질 전망이다. 총량규제가 더욱 까다로워지며 대출 문턱이 한층 높아질 것으로 예상되기 때문. 다만 아직 성장단계에 있는 인터넷전문은행은 좀 더 느슨한 규제를 적용받게 돼 내년 대출을 희망하는 소비자라면 주목할 만하다.31일 금융권에 따르면 금융당국과 주요 은행 및 인터넷은행은 가계대출 증가율 목표치를 최종 합의한 것으로 전해졌다. 5대 시중은행의 가계대출 증가율 목표치는 4%대다. 5~6%대였던 올해보다 대폭 강화된 규모다. 특히 내년에는 전세대출이 총량 관리 대상에 다시 포함되는 만큼 시중은행의 대출 문턱은 크게 높아질 것으로 보인다. 올해와 마찬가지로 일부 은행을 중심으로 대출 중단 사태가 재연될 것이란 우려도 나온다.반면 케이뱅크와 토스뱅크 등 이제 막 성장 단계에 있는 인터넷은행은 가계대출 총량규제를 일반 시중은행과 다르게 적용받게 됐다. 개점휴업 상태를 지속하다 올해 영업에 나선 케이뱅크의 가계대출 증가율 목표치는 두자릿 수 수준이 점쳐진다. 지난 10월 초 출범한 토스뱅크는 세자릿 수의 목표치를 부여받은 것으로 알려졌다.이는 주요 시중은행과 인터넷은행의 자산규모가 확실하게 차이가 나는 점을 배려한 조치다. 고승범 금융위원장은 전날 기자들과 만나 ""새로 출범하는 인터넷은행 토스뱅크, 케이뱅크 등은 여건이 (시중은행과) 다르다""며 ""그런 부분을 고려해 (대출 한도를) 다르게 결정하겠다""고 말했다.특히 토스뱅크의 공격적인 대출 영업이 예상된다. 토스뱅크는 내년 1월1일 11시부터 중단됐던 대출을 재개한다. 대표상품인 ‘토스뱅크 신용대출’은 연 3%대 초반 금리에 최대 2억7000만원의 한도를 설정했다. 주요 은행과 인터넷은행 가운데 가장 낮은 금리이자 높은 한도가 장점이다.케이뱅크, 우리·하나은행 등 다른 은행의 한도는 최대 1억5000만원 수준이다. 금융권 관계자는 ""내년에 대출을 받을 소비자는 일반 은행보다 인터넷은행이 더 유리하다""며 ""비대면 편리성과 은행보다 낮은 금리와 높은 한도가 소비자 입장에서는 매력적일 것""이라고 말했다."
2021.12.30.,"고승범 ""내년 총량규제에 인뱅 고려""… 신용대출 금리 7년만에 최고",https://n.news.naver.com/mnews/article/014/0004764543?sid=101,"""강도 높은 대출규제 정책 유지하되토스·케이뱅크, 대출한도 달리 적용""  금융당국이 내년도 대출총량 증가율을 설정할 때 기존 은행과 신규 인터넷은행 간 여건을 고려해 차등을 둘 것으로 전망된다.   고승범 위원장은 30일 정부서울청사에서 이같이 밝혔다. 내년에 은행 대출총량 규제를 4~5%로 지속 적용하되, 일률적인 잣대를 들이대지 않겠다는 의지로 풀이된다.   공교롭게 한은은 이날 은행 대출금리가 사상 최고치로 상승했다는 사실을 밝혔다. 즉 올해 기준금리 인상과 가계부채 관리 강화로 인해 주택담보대출 금리가 4%에 육박하고, 신용대출 금리는 5%를 넘어선 것이다.   고 위원장은 ""금융안정이 기반이 돼야 경제성장도 이룰 수 있다""면서 ""다만 과도한 부채는 안정을 해친다는 생각은 지금도 변함없고, 앞으로도 변하지 않을 것""이라고 강조했다. 내년에도 올해 수준에 준하는 강도 높은 대출규제 정책을 유지한다는 의지를 보였다.   당국은 지난 22일 대통령에게 보고한 '2022 금융정책 추진방향'에서 내년 가계부채 증가율 목표를 4~5%로 정했다. 총부채원리금상환비율(DSR) 규제 2단계와 3단계가 1월에 각각 시행되지만 은행별로 가계부채 총량을 보고받고 관리할 예정이다. 올해 대출총량이 지나친 은행은 자본을 추가로 더 쌓거나 보험료를 더 내는 방식으로 불이익을 받을 수도 있다. 다만 올해 영업규모가 적었던 토스뱅크나 케이뱅크는 대출금액이 크지 않아 기존 은행과는 다른 잣대를 적용해야 한다는 지적이 제기돼 왔다.   고 위원장은 ""내년도 대출총량 증가에 대한 구체적 계획은 은행들과 협의 중""이라며 ""새로 출범한 인터넷은행인 토스뱅크나 케이뱅크 등의 여건은 서로 다를 것이고, 그런 부분도 고려해 정할 것""이라고 말했다.   당국의 가계부채 관리와 기준금리 인상 효과로 시장금리는 오르는 추세로 나타났다. 주택담보대출 금리가 4%에 다가서고, 신용대출 금리는 5%를 넘으며 7년여 만에 최고치를 기록했다. 이날 한국은행이 발표한 '2021년 11월 중 금융기관 가중평균금리'에 따르면 신규 취급액 기준 예금은행의 대출금리는 연 3.23%로 전달(3.07%)보다 0.16%p 상승했다. 기업대출(3.12%)과 가계대출(3.61%)이 각각 0.18%p, 0.15%p 상승했다.   가계대출 금리는 8월에 이어 11월 금리인상 이후 지표금리가 상승하고 가계대출 관리 노력으로 상승했다. 주택담보대출금리가 0.25%p 상승하고 일반신용(0.54%p), 보증(0.17%p), 집단(0.28%p) 대출 금리도 모두 올랐다.   특히 주담대는 3.51%로 2014년 7월(3.54%) 이후 7년4개월 만에 최고치로 올라갔다. 신용대출 금리도 5.16%로 7년1개월 만에 5%대를 넘었다. 2014년 9월(5.29%) 이후 7년2개월 만에 최고치다."
2021.12.31.,"카카오뱅크, 새해도 고신용 신용대출 중단...주담대로 선회",https://n.news.naver.com/mnews/article/018/0005117261?sid=101,"중금리대출 목표 달성 위한 고육지책주수익원 주담대로 정한 듯[이데일리 서대웅 기자] 인터넷전문은행 카카오뱅크가 새해에도 고신용자 대상 신용대출을 재개하지 않기로 했다. 또 다른 인터넷은행인 토스뱅크가 내달 1일부터 신규대출을 재개키로 한 것과는 다른 행보다. 중금리 대출 목표달성에 속도를 내기 위한 조치로 풀이된다.(사진=카카오뱅크)카카오뱅크는 30일 내년에도 고신용자 신용대출을 재개하지 않는다고 발표했다. 다만 중신용대출과 중신용플러스대출, 햇살론15는 현재와 동일하게 판매를 계속한다. 판매를 중단했다가 지난달 12일 재개한 사잇돌대출은 새해에도 취급할 계획이다. 전월세보증금 대출은 청년 대상으론 판매를 이어갈 계획이다.카카오뱅크는 고신용자 신규 판매 중단에 대해 “금융시장 안정을 위한 가계대출 총량 관리 계획 준수”를 배경으로 설명했다. 또 “중저신용 고객 대상 대출 확대에 최우선 순위를 두기로 했다”고 덧붙였다.금융권에서는 카카오뱅크가 중금리대출 비중을 확대하는 데 집중하기 위해 고신용자 신용대출을 재개하지 않기로 결정한 것으로 보고 있다.올해 초 카카오뱅크는 연말까지 중금리대출을 전체 신용대출 가운데 20.8%(잔액 기준)까지 늘리겠다는 목표를 금융당국에 제시했다. 이 비중을 2022년말에는 25%, 2023년 말엔 30%까지 확대할 계획이다.하지만 카카오뱅크의 중금리대출 비중은 지난 10월 말 기준 14.6%에 불과하다. 중금리대출 비중이 월평균 1.1~1.2%포인트씩 늘어나는 점을 감안할 때 올해 말 비중은 17% 정도에 그칠 것으로 전망된다.반면 토스뱅크는 신용대출을 내달 1일부터 재개키로 하면서 중금리 대출 목표 달성에도 박차를 가한다는 계획이다.토스뱅크는 중금리대출 비중을 올해 말 34.9%까지 늘린 후 내년 말 42%, 2023년 말 44%까지 확대하기로 한 바 있다. 지난 24일 기준 토스뱅크의 중금리대출 비중은 약 25%로 파악된다. 올해 목표(34.9%) 달성은 사실상 어려워졌지만, 현재까지 취급한 대출액이 5000억원 수준에 불과해 내년에는 목표(42%) 달성이 가능하다는 입장이다.카카오뱅크는 내년 개인대출 영업 전략을 신용대출에서 주택담보대출(주담대)로 돌릴 것으로 보인다. 당장 내년 1분기 중 비대면 주담대를 선보일 예정이다.카카오뱅크는 최근 신(新)잔액기준 자금조달비용지수(COFIX·코픽스)를 지표금리로 연동하는 금리를 신설하는 내용의 대출 약관을 개정 공시했다. 코픽스는 주담대의 지표금리로, 주담대 출시를 위한 사전 작업을 마친 셈이다.주담대는 인터넷은행의 ‘도전 과제’다. 대출 영업 파이를 키우려면 대출 금액이 큰 주담대 시장에 뛰어들어야 한다. 하지만 주민센터나 은행 지점을 최소 한 번 이상 방문해야 하는 어려움이 있다. 케이뱅크가 기존 절차를 축소해 담보대출을 취급하고 있으나 대상이 아파트에 한정돼 있다.카카오뱅크가 모든 주택을 대상으로 한 완전 비대면 담보대출 출시에 성공하면, 신용대출을 중저신용자에 집중하더라도 주담대를 통해 수익성을 키울 수 있을 것으로 예상된다."
2021.12.30.,"[사진]김다인, '토스 받아줘'",https://sports.news.naver.com/news.nhn?oid=109&aid=0004533731,<구조 다름>
2021.12.31.,"토스, 마이데이터 가이드라인 위배 논란 일자…""31일부로 수정""",url없음,<네이버 기사 없음>
