기사날짜,기사제목,네이버 뉴스 url,기사내용
2023.07.31.,"현대차그룹, 올해 상반기 글로벌 자동차 판매 ‘톱3’ 수성",https://n.news.naver.com/mnews/article/382/0001066437?sid=103,"올해 상반기 미국 시장에서 10만591대가 판매되며 현대차의 글로벌 판매량을 견인한 현대차 투싼(왼쪽)과 2만731대가 판매되며 친환경차 판매 1위에 오른 기아 스포티지 하이브리드. 사진제공｜현대차그룹현대자동차그룹이 올 상반기 전 세계 자동차 판매 3위를 기록했다. 지난해 처음으로 일본 토요타, 독일 폭스바겐에 이어 글로벌 완성차 업계 판매 순위 3위에 오른 뒤 상승세를 이어가고 있다. 4위 스텔란티스와의 격차를 지난해 상반기 대비 두 배 가까이 벌렸다는 점에서 올해도 ‘톱3’ 수성을 굳힐 가능성이 높다는 것이 업계의 분석이다.●글로벌 ‘톱3’ 굳혔다 30일 업계에 따르면 올해 상반기 현대자동차그룹은 지난해 상반기보다 10.9% 늘어난 365만 7000대를 판매한 것으로 집계됐다. 현대자동차그룹은 작년 상반기 329만 9000대를 판매하며 처음으로 글로벌 3위 자리에 오른 바 있다. 현대차와 기아를 따로 살펴보면 현대차는 상반기 208만 1000대로 전년 동기 대비 10.8% 증가했고, 기아는 157만 6000대로 11% 증가했다. 글로벌 판매 1위는 541만9000대를 판매한 토요타, 2위는 437만2000대를 판매한 폭스바겐이다. 현대차 그룹은 폭스바겐을 맹추격하는 한편 2위 스텔란티스와의 격차는 점점 더 벌리고 있다. 스텔란티스는 상반기 317만9000대를 판매하며 4위, 제너럴모터스(GM)는 296만6000대로 5위, 포드는 217만4000대로 6위를 기록했다. 르노·닛산·미쓰비시 얼라이언스는 아직 상반기 글로벌 판매량을 발표하지 않았는데, 스텔란티스와 4위를 다툴 것으로 보인다. 한편 현대자동차그룹은 올해 상반기 미국 자동차 시장에서도 스텔란티스를 제치고 제너럴모터스(16.7%), 토요타(13.5%), 포드(13.0%)에 이어 4위에 오르며 상승세를 이어가고 있다. 7월 30일 업계에 따르면 현대차그룹의 상반기 미국 시장 점유율은 전년 대비 0.3% 증가한 10.6%를 기록했다. 현대차(제네시스 포함)는 5.5%, 기아는 5.1%의 점유율을 기록했다. 현대차그룹은 지난해 점유율 10.6%로 미국 시장에서 처음 두 자릿수를 기록했는데, 올해도 연간 10%대 점유율 달성이 가능할 전망이다.올해 상반기 미국 시장에서 10만591대가 판매되며 현대차의 글로벌 판매량을 견인한 현대차 투싼(왼쪽)과 2만731대가 판매되며 친환경차 판매 1위에 오른 기아 스포티지 하이브리드. 사진제공｜현대차그룹●SUV 끌고, 전기차 밀고 현대차그룹의 수익성도 크게 개선되고 있다. 고급 SUV 차량과 전기차 판매량이 늘어난 덕분이다. 미국 시장 판매 현황을 살펴보면 이와 같은 흐름이 잘 드러난다. 올해 상반기 미국 시장에서 가장 많이 팔린 모델은 현대차는 투싼(10만591대), 아반떼(7만4738대), 싼타페 (6만1142대) 순이며, 기아는 스포티지(7만1889대), K3(6만2061대), 텔루라이드 5만5284) 순이다. 친환경차 판매량도 급격하게 늘어나고 있다. 전기차, 하이브리드, 수소전기차를 포함해 현대차그룹은 상반기 미국 시장에서 지난해 상반기와 비교해 46.8% 늘어난 13만3171대를 판매했다. 전기차 중에서는 코나 EV(5148대)가 가장 많이 팔렸고, 하이브리드 모델은 스포티지 하이브리드(2만731대)와 투싼 하이브리드(1만9969대)가 가장 많이 판매되며 친환경차 판매량을 견인했다.  이처럼 친환경 고부가 차량 판매가 호보를 보이면서 현대차는 2분기 매출 42조2496억 원, 영업이익 4조2379억 원으로 분기 사상 최대 실적을 기록했다. 기아도 2분기 영업이익이 사상 처음으로 3조 원을 돌파했다. 또한 현대차그룹의 영업이익률은 지난해 상반기 8.2%에서 올해 10.9%로 뛰었다. 원성열 기자 sereno@donga.com"
2023.07.31.,"현대자동차, 코로나19 백서 '코로나19 극복을 위한 3년의 기록' 발간",url없음,<네이버 기사 없음>
2023.07.30.,"현대차그룹, 상반기 美 자동차 점유율 두자릿수 유지…4위 기록",url없음,<네이버 기사 없음>
2023.07.31.,"현대자동차·기아, 상반기 美 점유율 10.6%... '스텔란티스 제치고 4위'",url없음,<네이버 기사 없음>
2023.07.29.,"[단독]현대자동차그룹, 상반기도 세계 톱3...스텔란티스·GM 등 제쳐",https://n.news.naver.com/mnews/article/023/0003778734?sid=101,"작년보다 10.9% 증가한 365만7000대1위는 도요타, 2위는 폴크스바겐그룹서울 서초구 양재동 현대자동차·기아 본사. /뉴스1										현대자동차그룹이 올 상반기 전 세계 자동차 판매 대수에서 3위에 올랐다. 지난해 상반기 사상 처음으로 3위에 진입하고, 연간으로도 첫 3위에 오른 데 이어 스텔란티스, 르노닛산미쓰비시연합, GM을 제치고 글로벌 3대 자동차 제조사로 위상을 굳히는 모습이다.29일 자동차업계에 따르면 올 상반기 현대자동차그룹은 지난해 상반기보다 10.9% 늘어난 365만7000대를 전 세계 시장에 판매하며 도요타와 폴크스바겐에 이어 3위를 지켰다. 현대자동차그룹은 작년 상반기 329만9000대를 판매하며 사상 처음으로 3위에 올랐고, 지난해 연간으로도 684만대를 팔며 두 회사에 이어 3위를 나타냈다.현대차는 작년 상반기보다 10.8% 늘어난 208만1000대, 기아는 11% 증가한 157만6000대를 나타냈다. EV(전기차)를 중심으로 친환경·고부가 차량 판매가 늘며 영업이익도 급증했다. 현대차는 올 2분기 매출 42조2496억원, 영업이익 4조2379억원을 거두며 분기 사상 최대 실적을 나타냈고, 기아도 2분기 영업이익이 사상 처음으로 3조원을 돌파했다.일본 도요타자동차그룹은 작년 동기보다 5.5% 늘어난 542만대를 올 상반기 판매하며 4년 연속 1위를 지켰다. 도요타가 5.1% 증가한 493만8000대를 판매한 데 이어 다이하쓰는 15.1% 증가한 41만6000대를 기록했지만, 히노는 14.2% 감소했다. 독일 폴크스바겐그룹은 전 세계적으로 작년보다 11% 늘어난 444만8000대를 팔며 2위를 나타냈다.현대차·기아에 이어서는 크라이슬러·지프·피아트·시트로앵 등의 브랜드가 있는 스텔란티스가 4위에 올랐다. 스텔란티스는 지난 26일 실적 발표에서 그룹 전체 올 상반기 판매 대수가 작년보다 9.7% 증가한 332만7000대를 기록했다고 밝혔다. 이어 르노닛산미쓰비시연합이 332만대로 5위를 나타냈고, GM은 296만5000대를 기록했다."
2023.07.26.,"현대자동차 김기양 영업이사, 32년간 누적판매 6천대 달성",https://n.news.naver.com/mnews/article/001/0014091616?sid=101,"판매명예 포상제도 도입 이후 7번째현대차 김기양 영업이사[현대차 제공. 재판매 및 DB 금지](서울=연합뉴스) 임성호 기자 = 현대자동차는 대전지점 김기양(56) 영업이사가 지난 5일 기준으로 누적 판매 6천대를 달성했다고 26일 밝혔다.    김 영업이사는 1991년 현대차에 입사해 영업 현장에서 뛴 지 32년 만에 이런 기록을 냈다. 그는 앞서 2021년 3월 누적판매 5천대로 '판매거장'에 오른 바 있다.    현대차는 ▲ 2천대 달성 시 '판매장인' ▲ 3천대 '판매명장' ▲ 4천대 '판매명인' 등 칭호와 함께 부상을 수여한다.    누적판매 6천대는 현대차의 판매 명예 포상 제도 도입 이래 김 영업이사를 포함해 7명만이 달성했다.     김 영업이사는 지난해와 올해 2년 연속 현대차 '전국 판매왕'에도 선정됐다.     김 영업이사는 판매 비결로 고객 맞춤형 판매 전략을 꼽았다. 그는 ""무조건 좋은 차, 비싼 차, 신차를 영업하는 것이 아니라 고객의 성향과 상황에 맞는 차량을 추천했던 것이 저만의 판매 비결""이라고 말했다.    sh@yna.co.kr"
2023.07.26.,"현대자동차, '더 뉴 아반떼 N' 26일 출시",https://n.news.naver.com/mnews/article/421/0006951632?sid=103,(서울=뉴스1) 김진환 기자 = 현대자동차가 26일 N 브랜드 대표 모델인 ‘아반떼 N’의 부분변경 모델 ‘더 뉴 아반떼 N’을 출시하고 라인업을 강화한다.  ‘더 뉴 아반떼 N’은 지난 3월 부분변경 출시 차량 ‘더 뉴 아반떼’의 고성능 모델로 N 전용 가솔린 2.0 터보 플랫파워 엔진에 8단 습식 DCT 또는 6단 수동변속기가 탑재돼 운전자의 성향에 따라 운전의 재미를 느낄 수 있게 했다. 사진은 지난 24일 경기도 고양시 현대 모터스튜디오 고양에서 공개된 ‘더 뉴 아반떼 N’. 2023.7.26/뉴스1
2023.07.26.,현대자동차 더 뉴 아반떼 N-Line,https://n.news.naver.com/mnews/article/003/0011995476?sid=101,[고양=뉴시스] 김선웅 기자 = 현대자동차가 24일 경기 고양시 현대모터스튜디오 고양에서 미디어 갤러리 행사를 열고 '더 뉴 아반떼 N-Line'을 소개하고 있다. 2023.07.26. mangusta@newsis.com[사진 영상 제보받습니다] 공감언론 뉴시스가 독자 여러분의 소중한 제보를 기다립니다. 뉴스 가치나 화제성이 있다고 판단되는 사진 또는 영상을 뉴시스 사진영상부(n-photo@newsis.com)로 보내주시면 적극 반영하겠습니다.
2023.07.26.,"[기업] 현대자동차, 3월 출시 아반떼 고성능 모델 출시",https://n.news.naver.com/mnews/article/052/0001915152?sid=101,"현대자동차가 지난 3월 출시한 부분 변경 모델인 '더 뉴 아반떼'의 고성능 모델, '더 뉴 아반떼 N'을 출시했습니다.아반떼 N은 모터스포츠에서 영감을 받은 역동적인 주행 감성을 외장 곳곳에 반영하고, 트랙에서 즐겁게 운전할 수 있는 출력과 핸들링 성능으로 기본 모델과 차별성을 뒀습니다.현대차 관계자는 ""국내 고객에게 일상과 서킷을 아우르는 고성능의 매력을 전달할 것""이라고 설명했습니다.※ '당신의 제보가 뉴스가 됩니다'[카카오톡] YTN 검색해 채널 추가[전화] 02-398-8585[메일] social@ytn.co.kr"
2023.07.26.,"현대자동차 노사, 저출산 문제 해결에 힘 모은다",https://n.news.naver.com/mnews/article/079/0003795212?sid=102,"현대차 노사, 교섭 별개 '저출산/육아지원 노사 TFT'국내 대기업 중 최초 사례…""사회적 문제, 공동 인식""현대자동차그룹 로고. 현대차 제공현대자동차 노사가 사회적으로 심각한 저출산 문제 해결을 위해 힘을 모은다.노사는 2023년 단체교섭과 별개로 '저출산/육아지원 노사 테스크포스팀(이하 TFT)'을 구성하기로 했다고 26일 밝혔다.TFT는 저출산 문제에 대한 노사 차원의 대책을 모색한다. 특히 직원들의 결혼과 임신, 출산 등 생애 주기에 맞춘 종합적인 출산·육아 지원 방안을 논의한다.앞서 노조가 단체교섭 요구안으로 저출산 대책을 상정하자 회사는 저출산 대책과 육아지원 방안에 대한 논의 필요성을 공감했다.이에 따라 노사는 TFT를 구성해 저출산 문제에 공동 대응하게 된 것. TFT 구성은 국내 대기업 중 최초 사례인 것으로 알려졌다.TFT는 첫 행보로 현대차 전주공장에 근무 중이면서 8명 자녀를 둔 직원 가족을 찾아 면담할 예정이다.TFT는 이 자리에서 다자녀 출산과 육아에 따른 고충과 건의 사항을 듣는다.현대차는 출산·육아 지원과 관련해 ▲결혼 휴가 ▲결혼 경조금 ▲출산 전·후 휴가 ▲출산 지원금 ▲직장 어린이집 운영 ▲고등학교/장애인 특수학교/대학교 학자금 지원을 운영하고 있다.현대차 관계자는 ""이번에 신설된 '저출산/육아지원 TFT'는 노사가 사회적 문제에 공동 인식하고 대책을 함께 만들어 나간다는 점에서 의미가 크다""며 ""우리나라 미래를 위한 최대 과제인 저출산 문제 대응을 위해 노사가 앞장서 나가겠다""고 밝혔다.※CBS노컷뉴스는 여러분의 제보로 함께 세상을 바꿉니다. 각종 비리와 부당대우, 사건사고와 미담 등 모든 얘깃거리를 알려주세요.이메일 : jebo@cbs.co.kr카카오톡 : @노컷뉴스사이트 : https://url.kr/b71afn"
