기사날짜,기사제목,네이버 뉴스 url,기사내용
2023.06.30.,"현대자동차, 안산 대부도서 '이동케어 똑버스' 운행",https://n.news.naver.com/mnews/article/001/0014037307?sid=102,(서울=연합뉴스) 현대자동차가 30일 경기 안산시 대부문화센터에서 '대부도 교통약자를 위한 이동케어 똑버스 개통식'을 열었다고 밝혔다. 사진은 이동케어 똑버스. 2023.6.30 [현대차·기아 제공. 재판매 및 DB 금지]    photo@yna.co.kr
2023.06.30.,"현대자동차, 대부도서 '이동케어 똑버스' 운행..AI 플랫폼 ‘셔클’ 기반",https://n.news.naver.com/mnews/article/018/0005520346?sid=103,"차량 2대와 향후 3년 운영비 지원이동 편의 위해 휠체어도 장착[이데일리 김성진 기자] 현대자동차가 모빌리티 서비스 제공을 통해 거동이 불편한 교통약자의 이동권 개선에 앞장선다.현대차(005380)는 안산시 대부문화센터에서 김수영 현대차 MCS Lab장(상무), 이민근 안산시장, 이회수 경기교통공사 상임이사, 이정술 안전생활실천시민연합 사무총장 등 주요 관계자들이 참석한 가운데 ‘대부도 교통약자를 위한 이동케어 똑버스 개통식’을 가졌다고 30일 밝혔다. 이동케어 똑버스.(사진=현대차.)앞서 현대차는 지난 7일 안산시, 경기교통공사, 경원여객, 안전생활실천시민연합과 ‘이동약자의 이동 지원사업을 위한 업무 협약(MOU)’를 체결하고 수요응답형 교통수단(DRT)을 기반으로 한 이동케어 똑버스를 대부도 내 노인, 임산부, 어린이 등 교통약자의 이동편의 증진을 위해 활용하는데 협력하기로 한 바 있다.이에 따라 현대차는 이동케어 똑버스 2대와 향후 3년간의 운영비를 지원한다. 해당 차량은 이동 편의를 고려해 휠체어가 장착된 대형 승합차(쏠라티 7인승)로 매일 오전 7시부터 오후 9시까지 운행된다.이동케어 똑버스는 노인, 임산부, 어린이 등 교통약자에 한해서만 ‘똑타’ 애플리케이션으로 탑승 신청이 가능하다. 똑타는 현대차가 인공지능(AI)을 결합한 수요응답형 교통수단인 ‘셔클’을 기반으로 개발한 경기도 맞춤형 모빌리티 플랫폼으로, 서비스 이용자는 출발지와 도착지를 입력해 실시간 수요와 교통상황을 반영한 경로로 차량을 배차 받고 원하는 장소까지 편리하게 이동할 수 있다는 것이 특징이다.현대차 관계자는 “이동케어 똑버스 운행을 통해 이동에 어려움을 겪고 계시는 분들에게 많은 도움이 되었으면 좋겠다”라며 “앞으로도 다양한 모빌리티 기술을 적극 활용해 일상 속 이동이 더욱 편리해질 수 있도록 노력해 나갈 것”이라고 밝혔다."
2023.06.30.,현대중공업·현대자동차 노사 임단협 교섭 난항…하계투쟁 조짐,https://n.news.naver.com/mnews/article/421/0006899653?sid=102,"현대차노조 교섭중 '퇴장'...현대중노조 '쟁의조정 신청'현대자동차 노사 교섭대표들이 13일 현대차 울산공장 본관 동행룸에서 '2023년 임금협상 상견례'를 하고 있다. (현대자동차 제공) 2023.6.13/뉴스1 ⓒ(울산=뉴스1) 김기열 기자 = 울산을 대표하는 양대 노조인 현대자동차와 현대중공업 노조가 사측과의 임금 및 단체협상에 난항을 겪으며, 울산 노동계의 하계 투쟁이 본격화되고 있다.30일 현대차 노사에 따르면 29일 노사 대표가 참석한 가운데 열린 임단협 5차 본교섭에서 정년 연장을 요구하는 노조에 대해 사측이 '수용불가' 입장을 밝혔다.이에 교섭 대표로 참석한 안현호 노조위원장이 강력 반발해 도중에 퇴장하면서 노사가 더 이상 협상을 이어가지 못하고 마무리됐다.현대차 노조는 올해 교섭에서 현재 만 60세인 정년을 국민연금 수령 전인 만 64세까지 늘리는 정년 연장안 핵심 쟁점으로 요구하고 있다. 노사는 이 외에도 '조합원 가입 범위 확대', '모든 정년퇴직자 신차할인 적용' 등의 일부 안건에서도 의견차를 보이고 있다.특히 노조의 정년 연장 요구를 사측이 계속 거부할 경우 노조가 쟁의조정 신청 등 파업 수순을 밟을 가능성도 높은 상황이다.이미 현대차 노조는 다음달 12일 민주노총 산하 전국금속노동조합 지역별 총파업대회에 오전·오후조 2시간씩 총 4시간 부분파업에 동참할 예정이다.이에 대해 사측은 협상에서 ""노조 요구안의 상당 부분이 수용하기 어려워 회사에 큰 부담이 된다""며 ""노조측도 일방적 요구와 파업을 자제하고 노사가 소통을 통해 쟁점을 풀어갔으면 한다""고 밝혔다.노사의 차기 교섭은 7월 4일 열릴 예정이다.HD현대중공업 노사 임금교섭 위원들이 16일 HD현대중공업 울산본사에서 '2023년 임금교섭 상견례'를 하고 있다. 2023.5.16/뉴스1 ⓒ News1 조민주 기자현대중공업 노조도 올해 임금협상 난항을 이유로 30일 중앙쟁의대책위원회를 구성하고, 울산지방노동위원회에 노동쟁의 조정신청을 냈다. 현대중 노조측은 상견례 1개월이 지났지만 사측이 어떤 제시안도 내놓지 않은 것을 지적하며, 7월7~11일 쟁의행위 찬반투표를 통해 합법적인 파업권 확보한 뒤 사측을 강하게 압박할 계획이다.현대중 노조는 올해 조선3사 공동요구안을 통해 기본급 18만4900원 인상(호봉승급분 제외), 노사 창립기념일 상품권 각 50만원 지급 등 임금성 외에도 교섭 효율화를 위한 공동 교섭 태스크포스 구성, 신규 채용, ESG 경영위원회 노조 참여 보장, 하청노동자 여름휴가 5일 유급보장을 요구하고 있다.특히 핵심 쟁점인 임금인상에서 사측은 물가상승률 수준을 고려하고 있어 노조 요구안과 온도차가 커 쉽게 합의점을 찾지 못하고 있다."
2023.06.29.,"특허청·현대자동차, 지식재산 현장소통 간담회 개최",https://n.news.naver.com/mnews/article/008/0004905718?sid=102,"첨단 모빌리티 글로벌 경쟁력 강화 방안 지식재산 정책 반영 등 논의특허청은 29일 오후 현대자동차 남양연구소(경기도 화성시)에서 현대자동차그룹 지식재산 담당 임원들과 간담회를 개최했다.국가전략기술인 첨단 이동수단(모빌리티)의 글로벌 경쟁력 강화를 위해 현장의 의견과 다양한 애로·건의사항 등을 논의하고 지식재산 정책에 반영하기 위해 마련됐다.현대자동차 측은 자율주행시스템·친환경차·도심항공교통(UAM) 등 국가전략기술 분야 경쟁력 강화를 위한 지식재산 관리전략을 소개하면서 증가하고 있는 기술 해외유출 방지 및 신속한 녹색기술분야 특허 확보 등에 대한 정부의 대응책을 요청했다.특허청은 첨단산업분야 원천·핵심특허의 빠른 확보와 혁신기술의 해외유출을 막기 위한 퇴직 연구개발인력의 특허심사관 채용계획을 안내했다. 또 탄소중립기술에 대한 우선심사제도 및 고품질 특허심사를 지원하기 위한 인공지능 기반 특허행정 혁신 로드맵을 소개했다.이인실 특허청장은 ""우리 기업이 세계적인 기업들과 치열하게 경쟁을 벌이는 상황에서 첨단기술에 대한 신속한 특허 확보 및 보호가 매우 중요하다""고 강조하면서 ""특허청은 지식재산 심사·심판 서비스를 고도화하고 핵심기술의 유출방지 대책을 개선하는 등 우리 기업이 글로벌 경쟁력을 강화할 수 있도록 적극 지원할 것""이라고 말했다."
2023.06.29.,"현대차 아이오닉 6, 美자동차 전문지 '올해의 전기차' 선정",https://n.news.naver.com/mnews/article/277/0005279466?sid=103,"현대자동차는 아이오닉 6가 미국 자동차 전문지 카앤드라이버(Car and Driver)가 발표한 '2023 올해의 전기차'에 선정됐다고 29일 밝혔다. 이로써 현대차는 지난해 아이오닉 5에 이어 2년 연속 카앤드라이버의 '올해의 전기차'를 수상했다.현대차는 2년 연속 '올해의 전기차' 수상은 현대차그룹의 전기차 전용 플랫폼 E-GMP를 기반으로 개발된 전용 전기차의 우수성을 인정받은 것으로 해석했다.현대차 아이오닉 6카앤드라이버는 아이오닉 6를 포함해 아우디, BMW, 캐딜락, 메르세데스-벤츠 등의 14개 전기차 모델을 대상으로 3주간의 엄격한 평가를 실시했다. 이 중 아이오닉 6는 13개 경쟁 차량을 제치고 최고의 전기차로 뽑혔다.특히 경쟁 차종 중에는 각 사별 전기차 전용 플랫폼 기반의 전기차인 ▲아우디 Q4 e-트론(MEB) ▲캐딜락 리릭(BEV3) ▲메르세데스-벤츠 EQE 350(EVA2) ▲루시드 에어 퓨어(LEAP) 등이 포함됐다.토니 퀴로가 카앤드라이버 편집장은 ""아이오닉 5에 이은 아이오닉 6의 수상은 현대차가 글로벌 전기차 시장에서 선두에 있음을 입증하는 것""이라며 ""아이오닉 6는 빠른 충전 속도, 뛰어난 주행 성능 등 우수한 상품성과 기술력을 갖춘 차량""이라고 평가했다.호세 무뇨즈 현대차 글로벌 최고운영책임자(COO) 겸 북미권역본부장은 ""이번 수상은 현대차가 전동화 시대의 글로벌 리더로 발돋움하고 스마트 모빌리티 솔루션 프로바이더로 나아가기 위한 원동력이 될 것""이라고 말했다.1955년 창간한 카앤드라이버는 미국은 물론 전 세계 소비자들에게 영향력을 미치는 자동차 전문지다. 주행성능, 차량 가치 등에 대한 에디터들의 엄격한 평가를 통해 올해 최고의 차 10, 올해 최고의 전기차 선정을 비롯해 차량 비교 평가를 한다."
2023.06.28.,"현대자동차, 헤리티지 프로젝트 '포니의 시간'展에 전직 임원 초청",url없음,<네이버 기사 없음>
2023.06.28.,"현대자동차·기아, 차량용 반도체 스타트업 보스반도체에 20억 투자",url없음,<네이버 기사 없음>
2023.06.29.,"현대자동차, 울산대병원 가정형 호스피스사업 지원금 기탁",url없음,<네이버 기사 없음>
2023.06.28.,"현대자동차, 헤리티지 프로젝트 '포니의 시간' 전시에 전직 임원 초청",url없음,<네이버 기사 없음>
2023.06.29.,"현대자동차 노사, 울대병원에 후원금 5천만원",url없음,<네이버 기사 없음>
