기사날짜,기사제목,네이버 뉴스 url,기사내용
2023.06.07.,"삼성전자, 현대자동차와 차량용 인포테인먼트 분야 첫 협력",https://n.news.naver.com/mnews/article/001/0013986711?sid=105,(서울=연합뉴스) 삼성전자가 현대자동차와 차량용 인포테인먼트 분야에서 처음 손을 잡는다.    삼성전자는 현대자동차의 차량에 프리미엄 인포테인먼트(IVI)용 프로세서인 '엑시노스 오토 V920'을 공급한다고 7일 밝혔다. 사진은 삼성전자 엑시노스 오토 V920. 2023.6.7 [삼성전자 제공. 재판매 및 DB 금지]     photo@yna.co.kr
2023.06.07.,현대차에 삼성 '최첨단 두뇌' 탑재된다…자동차 협력 강화,https://n.news.naver.com/mnews/article/215/0001106049?sid=101,"삼성, '엑시노스 오토 V920' 프로세서 공급인포테인먼트 첫 협력…2025년 공급 목표 삼성전자가 현대자동차와 차량용 인포테인먼트 분야에서 첫 협력을 시작한다.삼성전자는 현대자동차의 차량에 프리미엄 인포테인먼트(IVI)용 프로세서 '엑시노스 오토 V920'을 공급한다고 7일 밝혔다. 두 회사는 2025년 공급을 목표로 협력할 예정이다.엑시노스 오토 V920은 삼성전자의 프리미엄 IVI용 프로세서로 이전 세대 대비 성능이 대폭 향상됐다. 실시간 운행정보는 물론 고화질의 멀티미디어 재생, 고사양 게임 구동과 같이 엔터테인먼트적 요소를 지원해 최적의 모빌리티 경험을 제공한다.이번 제품은 Arm의 최신 전장용 중앙처리장치(CPU) 10개가 탑재된 데카코어(Deca Core) 프로세서로 기존 대비 CPU 성능이 약 1.7배 향상됐다. 또 고성능·저전력 LPDDR5를 지원해 최대 6개의 고화소 디스플레이와 12개의 카메라 센서를 효율적으로 제어할 수 있다.삼성전자는 최신 그래픽 기술 기반의 차세대 그래픽처리장치(GPU)도 탑재해 이전 대비 최대 2배 빨라진 그래픽 처리 성능을 지원한다. 이를 통해 사용자는 고사양의 게임을 비롯해 더욱 실감 나는 그래픽 사용자 인터페이스(GUI)를 경험할 수 있다.삼성전자는 '엑시노스 오토 V920'에 최신 연산코어를 적용해 신경망처리장치(NPU) 성능 또한 약 2.7배 강화했다. 운전자 음성을 인식하고 상태를 감지하는 운전자 모니터링 기능과 더불어 주변을 빠르게 파악해 사용자에게 안전한 주행 환경을 제공한다.여기에 제품은 차량용 시스템의 안전기준인 '에이실-B'(ASIL)를 지원한다. 에어실은 자동차 기능 안전 국제표준 ISO 26262에서 정의하는 안전 등급으로 4개 레벨(A, B, C, D)로 구분된다. 일반적으로 프리미엄 통합 인포테인먼트 시스템은 B레벨 수준을 요구한다.피재걸 삼성전자 시스템LSI사업부 부사장은 ""삼성전자는 현대자동차와의 이번 협력을 통해 인포테인먼트용 프로세서 시장에서의 리더십을 공고히 다질 수 있게 됐다""며 ""운전자에게 최적의 모빌리티 경험을 제공하는 최첨단 차량용 반도체 개발과 공급을 위해 전 세계 다양한 고객 및 파트너사와 협력을 지속 확대해 나갈 것""이라고 말했다."
2023.06.07.,"현대자동차, '수소 모빌리티 선도도시 서울 조성' 업무협약",url없음,<네이버 기사 없음>
2023.06.07.,현대자동차 'H-지역동행'… 저소득층 34세대 전자제품 지원,https://n.news.naver.com/mnews/article/421/0006852377?sid=102,"현대자동차 제1공장과 양정동 지역사회보장협의체는 7일 저소득층 34세대에 350만원 상당의 전자제품을 지원했다.(울산북구청제공)(울산=뉴스1) 김지혜 기자 = 현대자동차 제1공장 봉사단과 양정동 지역사회보장협의체는 7일 관내 저소득층 34세대에게 350만원 상당의 전자제품을 지원했다.이날 행사는 북구청과 현대차 노사가 지역 특성에 맞게 개별화된 사업으로 진행하는 ‘H-지역동행 정기봉사’의 일환이다.이들은 올해 저소득층에게 전기밥솥, 전자레인지를 지원했다. 봉사단은 독거노인, 모자세대 등 34세대에게 전자제품을 직접 방문해 전달하며 안부를 전했다.  양정동 지역사회보장협의체 관계자는 “어려운 이웃들이 이번 가전제품 지원으로 삶의 질이 향상되기를 바란다”며 “앞으로도 지역사회와 함께 할 수 일도록 노력하겠다”고 말했다."
2023.06.07.,인사말 하는 장재훈 현대자동차 대표이사,https://n.news.naver.com/mnews/article/003/0011900806?sid=102,[서울=뉴시스] 권창회 기자 = 장재훈 현대자동차 대표이사가 7일 오후 서울 중구 서울시청에서 열린 수소모빌리티 선도도시 서울 업무협약식에서 인사말을 하고 있다. 2023.06.07. kch0523@newsis.com[사진 영상 제보받습니다] 공감언론 뉴시스가 독자 여러분의 소중한 제보를 기다립니다. 뉴스 가치나 화제성이 있다고 판단되는 사진 또는 영상을 뉴시스 사진영상부(n-photo@newsis.com)로 보내주시면 적극 반영하겠습니다.
2023.06.07.,삼성전자 차량용 인포테인먼트 현대자동차에 공급,url없음,<네이버 기사 없음>
2023.06.05.,"현대자동차 월드랠리팀, WRC 이탈리아 랠리서 첫 우승 쾌거",https://n.news.naver.com/mnews/article/031/0000750162?sid=101,"팀 동료 에사페카 라피도 경기 중 상위권 유지…2위 '더블 포디움' 달성현대자동차가 '2023 월드랠리챔피언십' 이탈리아 랠리에서 올해 첫 승을 신고했다.(왼쪽부터) 현대자동차 모터스포츠법인장 김선평 상무, 2위에 오른 현대 월드랠리팀 소속 코드라이버 얀 펌((Janne Ferm)과 에사페카 라피(Esapekka Lappi), 우승을 차지한 현대 월드랠리팀 티에리 누빌(Thierry Neuville)과 코드라이버 마틴 비데거(Martijn Wydaeghe), 3위에 오른 도요타팀 소속 칼레 로반페라(Kalle Rovanperä)와 코드라이버 요네 할투넨(Jonne Halttunen) [사진=현대자동차]현대자동차는 지난 1일부터 4일(현지 시각)까지 이탈리아 사르데냐 (Sardegna)에서 열린 '2023 월드랠리챔피언십(World Rally Championship, 이하 WRC)' 시즌 여섯 번째 대회에서 현대 월드랠리팀 소속 티에리 누빌(Thierry Neuville)이 1위를 차지했다고 5일 밝혔다.'i20 N Rally1 하이브리드 '경주차로 출전한 티에리 누빌은 다양한 코스에서의 풍부한 주행 경험을 바탕으로 경기 중반부터 상위권을 유지하며 팀을 승리로 이끌었다.이로써 현대자동차는 역대 이탈리아 랠리에서 총 여섯 번의 우승컵(16년, 18~20년, 22~23년 우승)을 들어올리는 대기록을 달성했다.현대 월드랠리팀 소속 에사페카 라피(Esapekka Lappi) 역시 2위를 차지하며 팀 성적에 힘을 보탰다. 더블 포디움을 달성한 현대 월드랠리팀은 제조사 부문에서 총 43점을 얻으며 제조사 부문 순위 2위를 유지했다. 선두인 도요타팀과의 격차는 단 23점으로 추격의 발판을 마련한 셈이다.특히 티에리 누빌은 3시간 40분 1.4초의 기록을 달성, 2위와 33초 차이의 접전을 벌인 끝에 우승컵을 거머쥐며 이탈리아 모터스포츠 팬들에게 강한 인상을 남겼다. 이번 이탈리아 랠리에서 티에리 누빌은 25점을 획득해 드라이버 종합 순위 2위로 상승해 올 시즌 경쟁을 본격화했다현대 월드랠리팀은 올해 팀에 새롭게 합류한 시릴 아비테불(Cyril Abiteboul) 감독의 지휘 하에 'i20 N Rally1 하이브리드' 경주차의 뛰어난 성능과 내구성을 바탕으로 더블 포디움을 차지할 수 있었다.틸바텐베르크(Till Wartenberg) 현대자동차 N브랜드&모터스포츠사업부 상무는 ""이탈리아 랠리에서 2023 WRC 첫 우승컵을 획득해 매우 기쁘다""며 ""국제 모터스포츠 무대에서 감독으로서 풍부한 경험을 쌓아 온 아비테불 감독과 함께 현대 월드랠리팀이 올해 좋은 성적을 이어 나갈 것으로 기대한다""고 밝혔다."
2023.06.07.,"현대자동차, '수소 모빌리티 선도도시 서울 조성 업무협약' 체결",url없음,<네이버 기사 없음>
2023.06.07.,"‘삼성자동차’로 등돌린 뒤 처음…삼성-현대차, 반도체로 손잡다",https://n.news.naver.com/mnews/article/028/0002642972?sid=101,"2025년 ‘엑시노스 오토’ 반도체 공급 협력 전기차·자율주행에 커진 차량 반도체 시장삼성-TSMC 첨단 반도체 수주 경쟁도 치열삼성전자가 7일 현대자동차에 프리미엄 인포테인먼트용 프로세서인 ‘엑시노스 오토 V920'을 공급한다고 밝혔다. 삼성전자는 올해 초 미국 인공지능 반도체 기업인 암바렐라와 함께 자율주행 시스템 반도체를 생산한다는 계획을 발표하며 차량 반도체 시장에 집중하고 있다. 삼성전자 제공재계 맞수인 삼성전자와 현대자동차가 차량용 반도체를 매개로 손을 잡았다. 20여년 전 이건희 전 삼성 회장이 삼성자동차를 만들어 자동차 산업에 뛰어든 뒤 서먹하게 바뀌었던 두 회사 간 관계가 전기차·자율주행차 시대를 맞아 협력을 확대할지 주목된다. 삼성전자는 7일 현대차에 차량 인포테인먼트(IVI·In-Vehicle Infotainment)용 프로세서인 ‘엑시노스 오토(Exynos Auto) V920’을 2025년께 공급한다고 밝혔다. 차량 인포테인먼트 프로세서는 운전자에게 실시간 운행정보를 제공하고 고화질의 지도와 영상 스트리밍 기능을 제공하는 차량 반도체 일종이다. 자동차 시장 방향이 전기차·자율주행차 쪽으로 바뀌면서 이전보다 고성능 차량용 반도체에 대한 수요가 느는 추세다. 이번 발표는 삼성과 현대차가 그동안 공식적으로 협력한 전례가 없던 터라 관심이 집중됐다. 현대차는 삼성그룹이 1997년 외환위기 직후 자동차 사업에서 철수한 뒤에도 자동차업에 언제든지 재진출할 수 있다고 보고 전략적 협력에 거리를 둬왔다. 특히 삼성전자가 2016년 80억 달러를 들여 커넥티드카용 인포테인먼트 사업 등을 하는 미국의 전장전문기업 하만을 인수할 때나, 삼성에스디아이(SDI)가 전기차용 배터리 사업을 확장할 때도 현대차 쪽은 경계심을 늦추지 않았다. 현대차와 기아는 전기차 배터리 공급처로 엘지(LG)에너지솔루션과 에스케이(SK)온을 택한 바도 있다. 현대차는 그동안 삼성전자가 아닌 인텔·엔비디아·텔레칩스·엔엑스피(NXP)·르네사스 등으로부터 반도체를 공급받았다. 차량용 반도체는 차량의 안전성과 직결되는 부품 특성 때문에 장기간 협력관계를 유지해 온 반도체 기업들이 독차지해 왔다. 삼성전자의 메모리 반도체칩도 현대차에 탑재하긴 했지만 주요 공급 업체는 아니었다. 현대차 관계자는 “(삼성전자의) 인포테인먼트용 반도체 공급은 이번이 처음”이라고 했다. 이름을 밝히길 꺼린 재계 관계자는 “삼성이 양산차 산업에 진출한 것 등을 계기로 현대차와 공식적인 협력이 없었다”며 “각자 분야에서 미래 먹거리 확보가 중요한 시기에 성장동력 강화라는 공감대가 있었고, 두 기업 총수 결단으로 대의적 차원에서 손을 맞잡은 것으로 보인다”고 말했다.삼성전자가 차량용 반도체 개발에 집중한 건 비교적 최근 일이다. 스마트폰 등과 비교해 차 교체 주기가 길어 반도체 수요가 많지 않은 데다, 차량 센서에 들어가는 구동 반도체의 경우 많은 기술력이 필요하지 않아 업체 간 경쟁이 치열해 수익성이 크지 않았기 때문이다. 메모리 반도체 1위 기업인 삼성전자 입장에선 굳이 반도체 시장의 10%도 안 되는 차량용 시장에 집중할 필요가 없었다. 하지만 전기차 산업 확대와 자율주행 기술 발전으로 차량 반도체 시장 분위기가 달라졌다. 가솔린·디젤 차량 기준 200~300개 반도체가 탑재됐지만, 전기차엔 약 1천개, 자율주행차엔 2천개 이상의 반도체가 탑재되는 등 시장이 빠르게 커지고 있어서다. 시장조사기관인 아이에치치에스(IHS)마킷의 조사 결과, 지난해 기준 전 세계 차량 반도체 시장 규모가 680억 달러를 넘어섰고, 2029년엔 1430억 달러 규모로 커질 것으로 전망된다.<한겨레>차량용 반도체는 크게 주변을 감지하는 센서를 작동시키는 ‘구동 반도체’와 영상정보와 엔터테인먼트 기능을 구현하는 ‘인포테이먼트 반도체’, 자율주행에 활용되는 ‘네트워킹 반도체’ 3가지로 나눌 수 있는데, 인포테인먼트·네트워킹 반도체는 7나노급 이하 노광장비를 사용하는 첨단 반도체 영역이라서 수익성도 높은 편이다. 삼성전자 입장에서도 주력인 디(D)램과 낸드플래시 가격이 하락세를 이어가는 상황에서 미래 먹거리 확보를 위해 차량 반도체 분야에서 경쟁력을 확보해야 하는 상황이다. 삼성전자가 현대차에 공급하기로 한 ‘엑시노스 오토 브이(V)920’도 최신 전장용 중앙처리장치(CPU)와 그래픽처리장치(GPU) 등을 탑재한 첨단 인포테인먼트 반도체다. 삼성전자는 독일 완성차 업체인 아우디가 지난 2019년 말에 출시된 에이(A)4 모델에 ‘엑시노스 오토 8890’을 공급하고, 2021년엔 폭스바겐에 ’엑시노스 오토 브이(V)7’을 공급하면서 차량 인포테인먼트 반도체 경쟁력을 키워왔다. 올해 초엔 미국 인공지능 반도체 기업인 ‘암바렐라(Ambarella)’와 협력해 자율주행이 필요한 최신 시스템 온 칩(SoC, CV3-AD685)을 생산한다는 계획도 발표했다. 첨단운전자지원시스템(ADAS)에 탑재된 해당 반도체는 5나노 공정으로 생산된다. 자동차 업계 관계자는 “삼성은 차량용 반도체 분야에서는 후발 주자”라면서도 “최근 삼성전자가 자동차 전자 장비 쪽 사업을 활발히 하고 있다”고 말했다.파운드리(위탁 생산) 전문 기업인 대만 티에스엠시(TSMC)도 시장 변화에 맞춰 차량용 반도체 생산 역량을 강화하고 있다. 티에스엠시는 올해 1분기 실적에서 스마트폰과 사물인터넷(IoT) 등 부문 매출이 10% 이상 줄어든 반면 자동차 매출이 5% 증가한 점에 주목했다. 차량용 반도체 생산을 늘리기 위해 완성차 주요 브랜드들이 있는 독일 드레스덴에 파운드리 공장 건설을 위해 독일 정부와 협의 중이다. 지난 4월 말엔 독일 혼다와 차량용 반도체 생산 협력을 맺기도 했다."
2023.06.07.,"현대자동차 월드랠리팀, WRC 이탈리아 랠리에서 첫 우승",url없음,<네이버 기사 없음>
