기사날짜,기사제목,네이버 뉴스 url,기사내용
2023.08.22.,"현대차·기아, SDV(소프트웨어 중심 자동차) 기술확보 본격화",https://n.news.naver.com/mnews/article/082/0001228314?sid=101,"22일 ‘2023 R&D 기술포럼’ 개최미래 모빌리티 기술 관련 교류…올해 8회째SDV(소프트웨어 중심 자동차) 처음 다뤄22일 ‘2023 R&D 기술 포럼’ 개막식 행사에서 현대차·기아 양희원 TVD본부장(부사장)이 축사하고 있다.현대차·기아 제공현대자동차와 기아가 미래 모빌리티 기술 관련 교류의 장을 열고 SDV(소프트웨어 중심으로 진화하는 자동차) 등 첨단 기술 분야를 선도하기 위한 발전 방향을 모색한다.현대차·기아는 22일 경기도 화성시 롤링힐스 호텔에서 남양기술연구소 관계자들이 참석한 가운데 미래 전략 기술 연구 성과와 미래 방향성을 공유하기 위한 ‘2023 R&D 기술 포럼’ 개막식 행사를 가졌다.올해로 8회째를 맞는 이 포럼은 현대차·기아의 전문연구조직인 리서치랩을 중심으로 선행기술 연구 성과와 미래 추진 전략을 발표하고 각 분야별 기술 연계 방안을 검토하는 학술행사다.현대차·기아는 전동화, 음향진동, 열관리 등 각 기술 분야별 13개의 리서치랩을 운영 중이다. 각 리서치랩은 고유의 전문성과 자율성을 기반으로 중장기 선행기술을 확보하기 위한 다양한 연구를 수행하고 있다.올해 포럼은 이날 열린 개막식을 시작으로 다음 달 7일까지 총 9개 기술 분야에 대한 세션 발표가 진행될 예정이다. 참석 대상은 현대차·기아 CTO 산하 연구원과 현대차그룹사 임직원, 학교기관 연구원 등 2000여 명이다.특히 각 세션에서는 국내외 협력사 관계자, 대학 교수와 대내외 전문가들이 연사로 참여해 글로벌 최신 기술 동향을 소개하는 한편 패널 토의를 통해 기술 개발 방향성을 제시할 예정이다.발표 주제는 SDV를 비롯해 지속 가능한 탄소중립 내연기관 기술과 미래 모빌리티 열관리 융합 기술, 산업분야 고장진단, 미래 모빌리티 고장 예지와 수명 예측, 전동화 차량 부식제어, 소음 진동 제어, 열에너지 시스템, 버추얼 차량 개발 등으로 구성된다.이 가운데 SDV 포럼은 올해 포럼에서 처음 다루는 주제로, SDV 기술 확보를 위한 전사적인 의지를 강조하는 차원에서 사운드디자인리서치랩, 인테리어리서치랩, 전동화제어리서치랩, 샤시제어리서치랩 등 4개 리서치랩이 함께 통합 세션을 마련했다.이 자리에서 현대차·기아는 최근 공개한 고성능 전기차 ‘아이오닉 5 N’에 탑재된 가상 변속 시스템(N e-쉬프트), 가상 사운드 시스템(N 액티브 사운드 플러스) 등 소프트웨어와 모빌리티가 만나 구현된 융합 기술 개발 사례를 공유하고, SDV 시대를 위한 사용자 관점의 공간·청각·주행 경험 디자인 개발 방향을 논의한다.또한 ‘지속 가능한 탄소중립 내연기관 기술’은 터보엔진리서치랩과 탈탄소리서치랩이 협업해 마련한 통합 세션으로, 재생합성연료(e-fuel)와 무탄소 연료 엔진 등 탄소중립 실현을 위한 국내외 엔진 개발 현황을 공유한다.이처럼 올해 포럼에서 서로 다른 리서치랩 간 통합 세션을 마련한 것은 연구원들의 융·복합 기술 관점을 극대화하고 협업 문화를 촉진시키기 위한 것이라고 현대차·기아 측은 강조했다.현대차·기아 양희원 TVD본부장은 개막식에서 “R&D 기술포럼은 현대차그룹 구성원 모두의 성장 플랫폼으로 자리매김해왔다”며, “미래 모빌리티 분야에 기여할 핵심 신기술 발굴을 위해 각 구성원이 고민하고 이뤄낸 성과를 함께 나누고 전파하는 자리를 계속 이어 나갈 것”이라고 밝혔다."
2023.08.22.,"현대자동차·기아, 미래 모빌리티 신기술 교류의 장 '2023 R&D 기술포럼' 개최",url없음,<네이버 기사 없음>
2023.08.22.,"현대자동차·기아, ‘2023 R&D 기술포럼’ 개최",https://n.news.naver.com/mnews/article/421/0007002923?sid=101,(서울=뉴스1) = 현대차·기아 TVD본부장 양희원 부사장이 22일 경기도 화성시 롤링힐스 호텔에서 열린 현대차·기아 ‘2023 R&D 기술 포럼’ 에서 축사하고 있다. ‘R&D 기술포럼’은 현대차·기아의 전문연구조직인 리서치랩을 중심으로 선행기술 연구 성과와 미래 추진 전략을 발표하고 각 분야별 기술 연계 방안을 검토하는 학술행사다. (현대자동차기아 제공) 2023.8.22/뉴스1
2023.08.21.,"현대자동차, 연구개발 부문 세 자릿수 규모 경력직 채용",https://n.news.naver.com/mnews/article/031/0000766910?sid=101,"""전동화, SDV 등 미래 모빌리티 혁신 이끌 R&D 우수인재 확보""현대자동차가 전동화와 SDV(Software Defined Vehicle) 등 미래 모빌리티 혁신을 함께 이끌어 갈 경력직 우수인재 채용에 나선다.현대자동차가 연구개발 부문 세 자릿수 규모 경력직 채용 나선다 [사진=현대자동차]현대차는 채용 홈페이지를 통해 이날부터 오는 9월 3일까지 2주간 CTO 부문에서 근무할 세 자릿수 규모의 경력직 채용을 시작한다고 밝혔다. 지난 6월 진행된 연구개발 부문 조직개편 이후 대규모로 경력직을 모집하는 것은 이번이 처음이다.이번 채용의 주요 분야는 전동화, 로보틱스(사업화 인력 포함), 수소연료전지, 차량 제어, 디자인 등 9개 부문이며 지난 2월 상반기 채용 인원 대비 2배 이상으로 모집 규모를 확대한다.채용 절차는 ▲서류전형 및 유선 인터뷰(9월) ▲직무면접(10월) ▲종합면접(11월) 순으로 진행되며, 최종 합격자는 내년 2월 이내에 입사한다. 상세 일정은 부문별 모집 공고에서 확인이 가능하다.특히 지원자의 편의를 고려해 별도의 자기소개서 작성없이 기존에 작성해 두었던 이력서를 제출하는 방식으로도 지원이 가능하다.현대차는 이번 모집 일정과 별개로 ▲인포테인먼트 ▲로보틱스 ▲전자 부문의 소프트웨어 경력 개발자 대상으로 매월 상시 채용을 통해 모집하고 있다.현대자동차 관계자는 “연구개발 부문의 대규모 경력직 채용 추진을 통해 우수인재를 선점하는 동시에 미래 모빌리티 시장의 리더십 확보와 신사업 전략의 과감한 전개를 도모하고자 한다”며 “특히, 소프트웨어 개발자 채용 확대 흐름에 발맞춰 조직 문화, 개발 환경 등 모든 면에서 경력 개발자들이 만족할 수 있는 환경을 조성해 나갈 것”이라고 말했다.한편, 대졸 신입 채용은 '예측 가능한 상시 채용' 원칙에 따라 매 분기별 1일마다 현대차 채용 홈페이지를 통해 일괄로 모집하며, 오는 9월에 채용 일정을 시작한다."
2023.08.21.,"현대자동차, 연구개발 부문 대규모 경력직 채용",url없음,<네이버 기사 없음>
2023.08.21.,"현대자동차, 연구개발 대규모 경력직 채용",url없음,<네이버 기사 없음>
2023.08.21.,정근영 현대자동차 헌혈왕 [MBC가 만난 사람],url없음,<네이버 기사 없음>
2023.08.22.,"현대자동차, 연구개발 부문 세 자릿수 규모 경력직 채용",url없음,<네이버 기사 없음>
2023.08.21.,"[CarTalk]현대트랜시스 자동차 시트, 미 품질 만족도 조사 4년 연속 '톱3'",https://n.news.naver.com/mnews/article/469/0000756209?sid=101,"준중형차 2위·중대형 SUV 공동 2위현대트랜시스 충돌시험 장면. 현대트랜시스 제공현대트랜시스가 미국 시장조사업체 JD 파워 주관 '2023 시트 품질 만족도 조사'에서 4년 연속 '톱3'에 자리했다. 올해 조사에서 준중형차와 중대형 스포츠유틸리티차(SUV) 부문 시트 2위 자리를 꿰차면서다. 현대트랜시스는 일반 브랜드 승용차와 SUV 시트 평가에서 각각 2위를 기록했다고 21일 밝혔다. 준중형차(기아 리오) 시트 평가에서 2위에, 중대형 SUV(기아 쏘렌토) 시트 평가에서 공동 2위에 올랐다는 게 현대트랜시스 설명이다.올해 시트 품질 만족도 조사는 미국에서 2023년형 차량을 90일 이상 소유한 9만3,380명을 대상으로 2∼5월 진행된 것으로 전해졌다. 현대트랜시스는 이번 조사 결과로 2020년부터 올해까지 4년 연속 '톱3'에 들게 됐다.서승우 현대트랜시스 시트 본부장은 ""탑승자의 안전과 편안함을 최우선으로 혁신 기술을 적용한 시트 개발 노력이 북미 지역 고객에게 인정받고 있다""고 말했다."
2023.08.21.,"[산업 이모저모]현대자동차, 연구개발 부문 세 자릿수 규모 경력직 채용 나선다",url없음,<네이버 기사 없음>
