기사날짜,기사제목,네이버 뉴스 url,기사내용
2023.09.25.,"주택금융공사, ESG 경영 중소기업에 금융 지원",https://n.news.naver.com/mnews/article/003/0012111921?sid=101,"[서울=뉴시스] 한국주택금융공사 CI. (사진=한국주택금융공사 제공) 2020.10.12. photo@newsis.com[서울=뉴시스] 최홍 기자 = 한국주택금융공사(주금공)가 동반성장 생태계 구축 및 ESG 경영 활성화를 위해 ESG 경영 중소기업을 대상으로 금융지원에 나선다.주금공은 기술보증기금·우리은행과 ESG 금융 활성화를 통한 중소기업 지원 업무협약을 체결했다고 25일 밝혔다.이 협약에 따라 주금공은 우리은행에 예치한 여유자금 운용수익의 일부를 지역 ESG 중소기업 대출에 대한 우대금리 또는 보증료 지원에 활용할 방침이다.이어 기술보증기금은 지역 내 ESG 중소기업 추천 및 ESG 보증서 발급, 그리고 우리은행은 기술보증기금이 추천한 ESG 중소기업에 대해 대출 실행 및 재원관리 역할을 수행할 예정이다.주금공 관계자는 ""이 협약을 통해 공사와 지역 중소기업 간 동반성장 생태계 구축에 도움이 될 것으로 기대된다""면서 ""공사는 앞으로도 ESG 경영 강화를 위해 적극적으로 노력하겠다""고 말했다."
2023.09.29.,가계대출 옥죄자…은행권 ‘기업금융’ 초집중,url없음,<네이버 기사 없음>
2023.09.26.,"[금융 이모저모] 우리은행, 최저금리 연 5% 소상공인 생활자금 대출 선보여",url없음,<네이버 기사 없음>
2023.09.26.,"한국주택금융공사, ESG경영 중소기업에 금융 지원 나선다",url없음,<네이버 기사 없음>
2023.09.28.,"[청플 Report] ESG와 글로컬의 결합, 청년해외지원 확대",url없음,<네이버 기사 없음>
2023.09.26.,"[은행가소식] 우리은행, 저소득 소상공인 연 5%대 대출 출시",url없음,<네이버 기사 없음>
2023.09.21.,"우리은행, 산업부ㆍ중견련과 '중견기업 수출 경쟁력 강화' 세미나 개최",url없음,<네이버 기사 없음>
2023.09.22.,[Who Is ?] 조병규 우리은행 행장,url없음,<네이버 기사 없음>
2023.09.19.,"케이뱅크-현대해상, 제휴 자동차보험 서비스 출시 [은행오늘]",url없음,<네이버 기사 없음>
2023.09.14.,"산업부·우리銀, 2027년까지 300개 중견기업에 우대금융 4조 지원",https://n.news.naver.com/mnews/article/092/0002305135?sid=105,"‘라이징 리더스 300’ 1기 38개 기업에 수출·신기술 4300억 금융지원정부가 2027년까지 300개 중견기업에 수출 확대와 신산업개발 등에 우대금융 4조원을 지원한다.산업통상자원부는 14일 ‘라이징 리더스(Rising Leaders) 300’ 1기 인증패 수여식을 개최하고 1기로 선정된 38개 중견기업에 수출확대·신산업개발 등에 필요한 4천300억원 규모 우대금융을 지원해 수출 플러스 전환과 상저하고 반등에 적극 나선다고 밝혔다.장영진 산업통상자원부 제1차관이 '라이징 리더스 300' 1기 인증패 수여식에서 인사말을 하고 있다.우리은행과 함께 추진하는 ‘라이징 리더스 300’은 중견기업의 글로벌 진출, 신사업 발굴 등에 필요한 금융을 지원하는 프로그램이다. 지난 5월 공고와 심사를 거쳐 38개사를 선정했다.선정된 기업은 ▲최대 300억원 대출 ▲1.0% 포인트 금리우대 ▲회사채 발행 지원 등 우리은행의 금융지원과 함께 KOTRA(수출)·한국산업기술진흥원(기술개발)·한국중견기업연합회(ESG)·한국산업지능화협회(디지털전환·DX) 등 4대 전문기관별 맞춤형 지원을 받을 수 있다.‘라이징 리더스 300’에 선정된 기업은 ▲수출주도형 ▲신기술 개발 ▲환경·사회·지배구조(ESG) 대응 ▲디지털 전환 등 각 분야에서 성장의지와 잠재력을 보유한 기업이다. 수출주도형이 25개(65.8%)로 비중이 가장 높았다.장영진 산업부 제1차관은 “우리 경제의 활력 제고에는 수출의 17%, 고용의 13%를 담당하는 중견기업 역할이 필수”라며 “정부도 투자 및 고용 촉진을 위한 킬러규제의 과감한 개선, 라이징 리더스 300 프로그램, 중견기업 전용 펀드 조성(2027년까지 1조원 규모) 등 맞춤형 금융지원을 강화해 나갈 계획”이라고 밝혔다.‘라이징 리더스 300’ 2기 지원을 희망하는 기업은 19일까지 진행하는 2기 모집공고에 신청하면 된다. 자세한 내용은 산업통상자원부 홈페이지나 우리은행 홈페이지에서 확인할 수 있다."
2023.09.14.,"우리은행, 우량 중견기업에 총 4조원 여신 지원",https://n.news.naver.com/mnews/article/018/0005574373?sid=101,"5년간 4조 금융지원 프로그램선정 이후 2개월 만에 2300억 금융지원우리은행은 14일 우리은행 본점에서 ‘라이징 리더스 300’ 1기 선정기업 인증패 수여식을 개최했다. 왼(쪽부터)이호준 한국중견기업연합회 부회장, 민병주 한국산업기술진흥원 원장, 장영진 산업통상자원부 제1차관, 조병규 우리은행장, 김도훈 한국산업지능화협회 회장, 김윤태 대한무역투자진흥공사 부사장, 강신국 우리은행 기업투자금융부문장이 기념촬영을 하고 있다. (사진=우리은행)[이데일리 정두리 기자] 우리은행과 산업통상자원부는 중견기업 상생금융 지원 프로젝트 ‘라이징 리더스(Rising Leaders) 300’ 1기 선정기업 인증패 수여식을 우리은행 본점에서 개최했다고 14일 밝혔다.‘Rising Leaders 300’은 우리은행과 산업부 및 산하 4개 기관이 우량·선도 중견기업 발굴과 지원을 위해 민관합동으로 구축한 신사업모델로 총 5년간 300개 기업을 선정한다. 이번 1기 수여식에는 △글로벌리더형(수출증대·25개사) △K-Tech 선도형(기술혁신·4개사) △미래가치 주도형(ESG경영·7개사) △D/X 도약형(디지털전환·2개사) 등 4대 분야에서 중견기업 38개사를 선정했다.우리은행은 선정 기업에게 향후 5년간 4조원 규모의 여신한도(기업별 300억원 이내)와 특별 우대금리를 통해 총 600억원 규모의 금융비용을 지원하며, 개시 이후로 2개월만에 2300억원을 지원 완료했고, 연말까지 총 8000억원을 지원할 예정이다. 또한 기업지점장을 1:1로 매칭, 수출확대·기술혁신 등에 필요한 맞춤형 금융서비스를 제공하며 우리금융그룹 24개국 574개 글로벌 네트워크를 활용해 글로벌시장 진출 등 비금융서비스도 통합 지원한다. KOTRA 등 산업부 산하 4개 기관 역시 해외진출 지원, 연구인력 육성 지원 등 별도의 특별 혜택을 제공하기로 했다.이날 인증패 수여식에 참석한 조병규 우리은행장은 “국가산업기반의 허리로써 중추적인 역할을 하는 중견기업 지원에 앞장서는 것이 우리은행의 당연한 역할”이라며 “산업부와 전문기관 추천으로 선정된 ‘Rising Leaders 300’ 기업들이 국가경제를 선도하는 리딩기업으로 발돋움할 수 있도록 금융지원을 아끼지 않겠다”라고 밝혔다. 장영진 산업부 1차관은 “우리 경제의 활력 제고에는 수출의 17%, 고용의 13%를 담당하는 중견기업의 역할이 필수”라며 “정부도 규제 개선과 각종 지원을 강화해나가겠다”고 밝혔다.한편 ‘Rising Leaders 300’프로젝트는 오는 19일까지 2기 기업을 모집 중이며, 산업부 공고문과 우리은행 홈페이지에서 지원자격과 방법을 확인할 수 있다. 또한 우리은행은 한국중견기업연합회와 함께 Rising Leaders 300, 월드클래스 선정기업 등 중견기업들을 대상으로 ‘수출역량 강화를 위한 금융지원 세미나’를 오는 20일 상장사회관에서 개최 예정이다."
