기사날짜,기사제목,네이버 뉴스 url,기사내용
2023.07.31.,[단독] ‘위조 위임장’ 인정하고도… 피해자 집 경매 넘긴 우리은행,https://n.news.naver.com/mnews/article/005/0001627502?sid=101,"제3자 담보제공인 동의 없이 만기 연장… 위조 위임장도 사용규정 위반 인정하고도 “계약 무효 아냐”… 피해자 주택 경매 넘겨서울 중구 우리은행 본점. 연합뉴스우리은행이 담보제공자 동의 없이 차주의 대출을 연장해주면서 위조된 위임장을 사용하는 등 내부통제 구멍이 드러난 사건(국민일보 3월 31일자 15면 보도) 관련해 잘못을 인정하면서도 피해자 구제는 외면한 것으로 확인됐다. 금융취약층인 담보제공인 측은 계약 무효를 주장했지만 우리은행은 이를 거부하고 최근 담보제공인의 주택을 경매로 넘겼다.31일 금융권에 따르면 우리은행은 규정 위반 사실을 인정했던 대출 연장 사건 관련해 지난달 14일 제3자 담보제공인 70대 여성 김모씨의 주택에 대한 경매를 개시한 것으로 확인됐다.2017년 8월 10일 우리은행은 김씨의 집을 담보로 송모씨에게 1년 만기 2억원짜리 일반기업대출을 실행했다. 당시 김씨와 차주 송씨는 동네 지인 관계였다. 송씨는 고령에 금융지식이 적은 김씨에게 접근해 각종 서류를 요구한 뒤 김씨를 제3자 담보제공인으로 내세워 대출을 받은 것으로 파악됐다.우리은행의 대출 심사 및 대출 연장 과정은 허술함과 규정 위반의 연속이었다. 우선 김씨의 담보제공신청서 및 근저당권설정계약서 등 서류를 보면 김씨와 차주와의 관계는 ‘가족’으로 잘못 표시돼 있다. 그러나 우리은행은 이를 입증할 수 있는 서류를 받지 않았다.은행 내규에는 제3자 담보제공의 경우 담보제공인과 차주와의 관계, 담보 제공 사유, 담보 제공 의사 등을 명확하게 확인해 담보제공자와 관련된 분쟁의 소지를 없애야 한다는 내용이 명시돼 있는데 이를 소홀히 한 것이다.차주 송씨는 이후 2021년 8월까지 네 차례 만기 연장을 신청했지만 이 과정에서 김씨의 동의는 없었다. 심지어 기한연장 과정에서 김씨는 어떤 통지도 받지 못했다.특히 우리은행은 위조 위임장까지 받아 대출 연장을 승인했다. 만기 연장을 위해 김씨의 동의가 필수적인 고객확인서 갱신이 필요해지자, 송씨는 김씨의 도장만 찍힌 백지 위임장에 자필로 내용을 적어 제출했다. 이 위임장은 일반적으로 포함되는 위임 날짜, 구체적인 위임 권한 등 정보가 기재되지 않았지만 결재라인을 통과, 대출이 연장됐다.이후 지난해 담보대출 기한이 만료됐으나 송씨는 원리금을 상환하지 않았다. 주택에 근저당권이 설정된 사실을 뒤늦게 파악한 김씨 가족 측이 우리은행의 대출 실행 및 기한연장 과정 상의 문제점을 지적했지만 우리은행은 규정 위반 사실을 인정하면서도 법적으로 계약에 문제가 없다며 결국 담보물인 김씨의 주택을 경매에 넘겼다.김씨 측은 우리은행이 통지 의무를 위반한 데다 위조 위임장이 쓰인 점을 들어 해당 계약이 금융소비자보호법(금소법)상 위법 계약이기 때문에 해지가 가능하다고 주장했지만 은행 측은 대출 당사자가 아닌 담보제공인은 금소법상 금융소비자에 해당하지 않는다는 입장이다.우리은행은 임종룡 금융지주회장 취임 이후 내부통제와 환경·사회·지배구조(ESG) 경영을 수차례 강조해왔지만 이 사건의 피해자 구제는 외면하는 이중적 태도를 보였다는 비판이 일고 있다. 금융권 관계자는 “법 사각지대에 있는 제3자 담보제공인이 은행의 내부통제 실패로 인해 피해를 본 사건인데도 은행이 최소한의 구제책도 제시하지 않은 것은 잘못”이라고 말했다."
2023.07.31.,[오늘의 은행가 소식]KB국민은행 外,url없음,<네이버 기사 없음>
2023.07.26.,"포스코퓨처엠, 우리은행과 맞손…""이차전지 소재 위해 3년간 2조원""",https://n.news.naver.com/mnews/article/293/0000046304?sid=101,"포스코퓨처엠 김준형 사장(왼쪽)과 우리은행 조병규 은행장(오른쪽)이 26일 서울 중구 우리은행 본사에서 열린 이차전지 핵심소재 경쟁력 강화를 위한 금융지원 업무협약식에서 기념촬영을 하고 있다. (사진=포스코퓨처엠)포스코퓨처엠이 우리은행과 금융 지원 협약을 체결, 이차전지 양·음극재 사업 투자에 속도를 낸다고 26일 밝혔다. 포스코퓨처엠은 이번 협약을 통해 글로벌 배터리 소재 시장에서 사업 경쟁력을 강화한다는 방침이다.  포스코퓨처엠은 26일 서울시 중구 우리은행 본사에서 우리은행과 협약식을 열고 '이차전지 핵심소재 경쟁력 강화를 위한 금융지원 업무협약(MOU)'을 체결했다. 협약식에는 우리은행 조병규 은행장, 포스코퓨처엠 김준형 사장 등 양사 주요 관계자가 참석했다. 포스코퓨처엠은 글로벌 전기차 시장 성장 추세에 맞춰 2030년 양극재 100만톤, 음극재 37만톤 생산 로드맵을 바탕으로 투자를 확대하고 있다. 이번 협약에 따라 포스코퓨처엠은 우리은행으로부터 양·음극재 사업 시설투자와 해외사업 진출 등의 목적으로 3년간 2조원 규모의 금융지원을 받게 된다. 포스코퓨처엠 김준형 사장은 ""이번 협약을 통해 흔들림 없는 사업 추진을 위한 재원을 확보할 수 있게 되었다""며 ""국내외 시설 투자를 확대해 친환경 미래 소재 선도기업으로 도약해 나가겠다""고 말했다. 우리은행 조병규 은행장은 ""기업의 글로벌 경쟁력 강화를 위한 금융지원은 은행의 사명""이라며 ""대한민국 미래를 책임질 수 있는 신성장 기업이 탄탄하게 뿌리내릴 수 있도록 신성장 산업에 대한 금융지원을 아끼지 않겠다""고 밝혔다. 한편, 포스코퓨처엠은 지난해 7월부터 현재까지 국내·외 주요 금융기관과의 업무협약을 통해 약 8조원 규모의 투자자금(국내은행 5.5조원, 해외은행 21억 달러)를 확보했다. 올해 2월에는 4000억원 규모의 ESG(환경·사회·지배구조) 채권을, 4월에는 3000억원 규모의 한국형 녹색 채권을 성공적으로 발행했다."
2023.07.28.,"‘자회사 부자’ 농협금융 순익, 은행은 5등이지만 그룹은 4등",https://n.news.naver.com/mnews/article/009/0005165317?sid=101,"농협금융 상반기 당기순익 1.7조 ‘사상 최대’은행 순익은 우리은행에 밀렸지만비은행 자회사 순익은 우리금융 압도금융그룹 순위에서도 4위로 앞서유가증권 운용이익 5546억원 늘어농협금융이 올해 상반기 당기순이익 1조 7058억원을 기록하며 반기 기준 최고 실적을 보였다. 같은 기간 당기순이익 1조 5386억원을 달성한 우리금융그룹을 앞지르며 1분기에 이어 4위를 굳혔다. 은행 순익에서는 우리금융이 앞섰지만, 증권·보험부터 자산운용까지 다양한 자회사를 갖춘 농협금융이 전체 그룹 순익에서는 크게 앞질렀다.28일 NH농협금융은 2분기 당기순이익이 7587억원이라고 밝혔다. 전년 동기(7542억원) 대비 0.6% 증가했고 전분기(9471억원) 대비로는 19.9% 감소했다. 농협금융은 “2분기 신용손실충당금전입액이 5504억원으로 미래 리스크에 대비해 충당금을 많이 쌓았다”고 설명했다.유가증권 운용손익을 비롯한 비이자이익이 실적 성장을 이끌었다. 농협금융 상반기 이자이익은 4조 2065억원으로 전년 동기 대비 3604억원 감소한 반면, 비이자이익이 1조 2501억원으로 6252억원 증가하며 만회했다. 우리금융이 같은 기간 6107억원을 기록한 것과 비교하면 2배 수준이다. 특히 유가증권운용이익은 전년 동기 대비 5546억원 증가해 증가폭 기여분이 90%에 육박했다.계열사로 보면 NH농협은행, NH투자증권, NH농협손해보험, NH벤처투자가 전년 동기 대비 실적이 개선됐고, NH농협생명, NH아문디자산운용을 비롯한 나머지 계열사는 뒷걸음쳤다. 농협은행 상반기 당기순이익은 1조 2469억원으로 전년 동기 대비 35% 증가했고, NH투자증권은 3667억원을 거두며 65% 증가했다. NH농협생명은 1415억원, 농협손해보험은 1413억원의 당기순이익을 시현했다.NH농협금융 고정이하여신비율(NPL)은 0.43%, 대손충당금적립률은 213.38%를 기록했다. BIS자기자본비율은 15.91%, 보통주자본비율은 13.11%이었다. 농협은행은 상반기 대손충당금 6997억원을 적립해 대손충당금적립률이 286.55%였다.농협금융은 하반기 불확실한 경제 상황에 대비하여 리스크 요인별 대응전략을 수립하고 미래손실흡수능력 제고를 위해 건전성 관리를 강화하기로 했다. 미래 성장동력확보를 위해 고객중심의 디지털 투자 확대, 기후위기 대응과 사회적 책임 이행을 위한 ESG전략 내재화, 비은행 부문 경쟁력 강화를 통한 안정적인 사업기반 확보도 추진한다."
2023.07.25.,"우리은행, 해외인프라도시개발공사와 금융지원 MOU",https://n.news.naver.com/mnews/article/003/0011993328?sid=101,"24일 서울 중구 우리은행 본점에서 우리은행과 한국해외인프라도시개발지원공사(KIND)의 업무협약 체결 후 조병규 우리은행장(왼쪽)과 이강훈 KIND 사장이 기념촬영을 하고 있다.(사진=우리은행 제공) *재판매 및 DB 금지[서울=뉴시스]이주혜 기자 = 우리은행이 한국해외인프라도시개발지원공사(KIND)와 해외인프라 도시개발 사업에 진출하는 국내기업에 대한 공동 금융지원 업무협약(MOU)을 체결했다고 25일 밝혔다.이번 협약으로 우리은행과 KIND는 ▲해외사업 발굴을 위한 공동마케팅 추진 ▲해외 공동개발 사업에 대한 금융지원 ▲ ESG(환경·사회·지배구조) 기준에 부합하는 해외사업 우선 검토 등 해외사업 진출을 희망하는 국내기업을 지원하는 데 상호 협력하기로 했다.우리은행은 지난해 KIND가 출자사로 참여하는 미국 트럼블 가스복합사업에 대한 금융주선을 성공적으로 마무리했으며 글로벌 시장에서 IB경쟁력 강화 및 업무영역 확대를 모색하고 있다.우리은행 관계자는 ""그동안 KIND와 글로벌인프라펀드(GIF), 글로벌플랜트건설스마트시티 펀드(PIS펀드), 미국 트럼블 가스복합발전사업으로 협력 범위를 넓혀 왔으며 이번 협약으로 우리 기업들의 성공적인 해외인프라·도시개발사업 진출을 위한 금융동반자 역할을 할 수 있을 것으로 기대한다""고 말했다."
2023.07.31.,"[은행가소식] ""우리 틴틴서비스 가입시 인생네컷 쿠폰지급""",url없음,<네이버 기사 없음>
2023.07.25.,"우리은행, 해외인프라 진출 국내 기업 지원",https://n.news.naver.com/mnews/article/015/0004872349?sid=101,KIND와 금융 지원 협약우리은행(행장 조병규·왼쪽)과 한국해외인프라도시개발지원공사(KIND·사장 이강훈·오른쪽)가 지난 24일 해외 인프라 및 도시개발 사업에 진출하는 국내 기업을 공동 지원하는 업무협약 (MOU)을 맺었다.이번 협약을 통해 우리은행과 KIND는 기업의 해외 사업 발굴을 위한 공동 마케팅을 추진하고 해외 공동개발 사업에 금융 지원을 한다. 또 ESG(환경·사회·지배구조) 기준에 부합하는 해외 사업을 우선 검토하는 등 해외 진출을 희망하는 국내 기업을 지원하는 데 협력하기로 했다.
2023.07.26.,"포스코퓨처엠·우리은행, 2조원 지원 협약…'2차전지 속도'",https://n.news.naver.com/mnews/article/079/0003795414?sid=102,"포스코퓨처엠 김준형 사장(왼쪽)과 우리은행 조병규 은행장(오른쪽)이 '이차전지 핵심소재 경쟁력 강화를 위한 금융지원 업무협약(MOU)' 체결 기념촬영을 하고있다. 포스코퓨처엠 제공포스코퓨처엠이 우리은행과 금융 지원 협약을 체결하며 이차전지 양·음극재 사업 투자에 속도를 낸다. 포스코퓨처엠은 26일 우리은행과 '이차전지 핵심소재 경쟁력 강화를 위한 금융지원 업무협약(MOU)'을 체결했다. 서울시 중구 우리은행 본사에서 열린 협약식에는 우리은행 조병규 은행장, 포스코퓨처엠 김준형 사장 등이 참석했다. 협약에 따라 포스코퓨처엠은 우리은행으로부터 양·음극재 사업 시설투자와 해외사업 진출 등의 목적으로 3년간 2조원 규모의 금융지원을 받게 된다. 포스코퓨처엠은 글로벌 전기차 시장 성장 추세에 맞춰 2030년 양극재 100만톤, 음극재 37만톤 생산 로드맵을 바탕으로 투자를 확대하고 있다. 안정적인 투자자금 조달을 통해 글로벌 시장에서 사업 경쟁력을 강화하고 우리은행과 동반성장해 나갈 것으로 기대하고 있다. 포스코퓨처엠 김준형 사장은 ""이번 협약을 통해 흔들림 없는 사업 추진을 위한 재원을 확보할 수 있게 되었다""며 ""국내외 시설 투자를 확대해 친환경 미래 소재 선도기업으로 도약해 나가겠다""고 말했다. 우리은행 조병규 은행장은 ""기업의 글로벌 경쟁력 강화를 위한 금융지원은 은행의 사명""이라며 ""대한민국 미래를 책임질 수 있는 신성장 기업이 탄탄하게 뿌리 내릴 수 있도록 신성장 산업에 대한 금융지원을 아끼지 않겠다""고 밝혔다. 한편, 포스코퓨처엠은 높은 성장성과 신용등급(AA-)을 바탕으로 대규모 투자계획에 따른 자금조달을 차질없이 진행하고 있다.  포스코퓨처엠은 지난해 7월부터 현재까지 국내·외 주요 금융기관과의 업무협약(MOU)을 통해 약 8조원 규모의 투자자금(국내은행 5조 5천억원, 해외은행 21억 달러)를 확보했다.  올해 2월에는 4천억원 규모의 ESG(환경·사회·지배구조) 채권을, 4월에는 3천억원 규모의 한국형 녹색 채권을 성공적으로 발행했다.※CBS노컷뉴스는 여러분의 제보로 함께 세상을 바꿉니다. 각종 비리와 부당대우, 사건사고와 미담 등 모든 얘깃거리를 알려주세요.이메일 : jebo@cbs.co.kr카카오톡 : @노컷뉴스사이트 : https://url.kr/b71afn"
2023.07.30.,“카카오·토스 대신 우리로” 알파세대·반려동물 플랫폼 준비하는 우리은행,https://n.news.naver.com/mnews/article/016/0002176588?sid=101,"[헤럴드경제=서정은 기자] 우리은행이 미래 잠재 고객인 10대를 잡기 위해 팔을 걷었다. 10대들의 주 관심사인 게임을 금융교육에 결합하거나, 반려동물 전용 서비스 등을 통해 미래 고객을 확보하겠다는 구상이다. 카카오, 토스 등 빅테크가 참신함과 편리함을 무기로 알파세대 점유율을 키운 가운데 우리은행의 추격이 통할지 관심이 고조된다.28일 금융권에 따르면 우리은행은 최근 청소년들을 대상으로 메타버스 창작 콘테스트를 진행 중이다. 메타버스 플랫폼인 로블록스에서 미래도시를 기획, 설계하는 이번 콘테스트에서는 코딩을 비롯해 환경사회지배구조(ESG) 디지털윤리 등에 대한 교육도 함께 병행한다.우리은행이 10대들이 참여하는 메타버스 관련 프로그램을 내놓은건 이번이 처음이다. 10대 고객들과 접점이 많지 않은만큼 시기를 고민하다 여름방학 때를 공략해 이를 내놓은 것이다. 실제 지난달 말부터 참가자 접수는 시작했지만, 여름방학이 시작된 이달 중순 들어서야 신청자가 늘어나는 중이다.우리은행은 2010년 이후 태어난 알파세대를 위한 전용 플랫폼도 내놓을 계획이다. 최근 우리은행은 BC카드와 손잡고 만 14~18세 청소년 전용 선불서비스인 ‘우리 틴틴’을 내놨다. 초기인만큼 상승 속도는 가파르지 않지만, 점차 가입자에 탄력이 붙고있다는 설명이다.우리은행은 올해 비금융 혁신 사업의 두 축으로 알파세대와 반려동물을 삼았다. 인터넷전문은행이나 빅테크 등이 각종 서비스를 내놓으며 입지를 키우고 있지만 두 시장 모두 시중은행 간에는 뚜렷한 리딩뱅크가 없고, 성장성이 이제 막 부각되고 있다는 설명이다. 이에 따라 해당 분야 콘텐츠를 모아 별도의 특화 플랫폼을 내놓기로 중기 계획을 잡은 상태다.지난해 우리은행은 반려동물 모델을 뽑는 콘테스트를 처음 기획했는데, 경쟁률만 약 400대 1을 기록하기도 했다. 우리카드에서도 일찌감치 반려동물 전용인 댕댕냥이 카드를 내놓은만큼 여러 금융, 비금융서비스를 결합해 플랫폼으로 구축할 수 있다고 봤다. 알파세대 관심사를 조사한 결과 반려동물도 높은 순위를 차지한만큼 충분히 승산이 있다는 판단이다.우리은행 관계자는 “카카오, 토스 등이 10대 전용 카드나 서비스를 내놓고 있는 상황에서 기존 은행들이 해오던 콘텐츠 방식만으로는 경쟁력에 한계가 있다고 본다”며 “올해 알파세대, 반려동물을 비금융 혁신 미션으로 삼은 만큼 각종 체험형, 참여형 프로그램을 통해 고객들과 접점을 만들 생각”이라고 말했다."
2023.07.27.,"포스코퓨처엠, 우리은행 지원으로 양·음극재 투자 확대",https://n.news.naver.com/mnews/article/023/0003778341?sid=101,"포스코퓨처엠은 26일 우리은행과 ‘이차전지 핵심소재 경쟁력 강화를 위한 금융지원 업무협약(MOU)’을 체결했다고 27일 밝혔다. 이날 협약식에는 우리은행 조병규 은행장, 김준형 포스코퓨처엠 사장 등 양사 주요 관계자가 참석했다.협약에 따라 포스코퓨처엠은 우리은행으로부터 양·음극재 사업 시설투자와 해외사업 진출 등의 목적으로 3년간 2조원 규모의 금융지원을 받게 된다. 포스코퓨처엠은 글로벌 전기차 시장 성장 추세에 맞춰 2030년 양극재 100만톤, 음극재 37만톤을 생산한다는 로드맵을 바탕으로 투자를 확대하고 있다. 우리은행과 손을 잡음으로써 안정적인 투자 자금 조달이 가능해져 글로벌 시장에서의 경쟁력 강화가 기대된다.김준형(왼쪽) 포스코퓨처엠 사장과 조병규 우리은행 은행장이 26일 '이차전지 핵심소재 경쟁력 강화를 위한 금융지원 업무협약(MOU)'을 체결했다./포스코퓨처엠										포스코퓨처엠 김준형 사장은 “이번 협약으로 흔들림 없이 사업을 추진할 수 있는 재원을 확보하게 됐다”며 “국내외 시설 투자를 확대해 친환경 미래 소재 선도기업으로 도약해 나가겠다”고 말했다. 우리은행 조병규 은행장은 “대한민국 미래를 책임질 수 있는 신성장 기업이 탄탄하게 뿌리 내릴 수 있도록 신성장 산업에 대한 금융지원을 아끼지 않겠다”고 했다.포스코퓨처엠은 높은 성장성과 신용등급(AA-)을 바탕으로 대규모 투자계획에 따른 자금조달을 차질없이 진행하고 있다. 포스코퓨처엠은 지난해 7월부터 현재까지 국내·외 주요 금융기관과의 업무협약(MOU)을 통해 약 8조원 규모의 투자자금(국내은행 5.5조원, 해외은행 21억 달러)를 확보했다. 올해 2월에는 4000억원 규모의 ESG(환경·사회·지배구조) 채권을, 4월에는 3000억원 규모의 한국형 녹색 채권을 성공적으로 발행했다."
