기사날짜,기사제목,네이버 뉴스 url,기사내용
2023.07.22.,"'오송 지하차도 의인' 유병조 씨, 신형 화물차 받는다…현대자동차 지원",url없음,<네이버 기사 없음>
2023.07.20.,현대차 자동차출고전 점검업무는 ‘불법파견’ 아니다,https://n.news.naver.com/mnews/article/011/0004216824?sid=102,"현대차 업무에 편입됐다고 보기 어려운데다작업지시서 전달이지 작업지휘 아니다 판단[서울경제] 현대자동차 2차 협력업체가 수행하는 자동차 출고 전 점검 업무가 불법 파견이 아니라는 대법원의 판단이 나왔다. 근로자들이 수행한 업무가 간접생산공정으로 현대차 업무에 편입됐다고 보기 어려운데다, 작업지시서가 전달됐을 뿐 업무지휘라고 보기 어렵다는 취지다.20일 법조계에 따르면 대법원 2부(주심 조재연 대법관)는 현대차 2차 협력업체에서 출고 전 차량 점검 업무를 하던 근로자들이 현대차를 상대로 제기한 근로자 지위 확인 소송에서 원고 패소 판결한 원심을 확정했다.해당 근로자들은 완성차량 운송, 출고 전 사전 점검 등 PRS(Pre-Release Service) 업무 과정에서 현대차 전산시스템을 통한 상당한 지휘·명령이 있어 불법파견에 해당한다며 소송을 제기했다. 이들은 현대차 시스템을 통해 협력업체에 작업지시서가 전달되는 등 작업지시가 이뤄졌다고 주장했으나 1·2·3심 모두 받아들이지 않았다.1심은 “현대차가 협력업체 근로자들에게 상당한 지휘·명령을 했다고 보기 어렵고, 이들이 현대차 사업에 실질적으로 편입되지도 않았다”고 봤다. 2심도 “현대차가 제공한 인수점검 매뉴얼, 체크시트, 차량설명서 등은 도급 업무 방식을 지시·확인하기 위한 것이나 근로자가 수행하는 업무의 세부적인 방식을 지시·확인하기 위한 것이라고 볼 수 없다”고 판단했다. 대법원 역시 원심이 잘못되지 않았다며 같은 판단을 했다. PRF 근로자들이 제기한 소송은 2건이다. 대법원은 지난달 29일 한 사건을 확정하고, 이달 13일에도 동일한 판단을 내놨다."
2023.07.21.,‘나노 효과’가 초격차를 결정한다...현대자동차∙기아의 6가지 나노 소재 기술,https://n.news.naver.com/mnews/article/109/0004892806?sid=103,"나노 테크데이 행사 현장에서 현대차·기아 선행기술원장 이종수 부사장이 인사말을 하고 있다. [OSEN=강희수 기자] 작은 기술에서 시작되는 거대한 혁신을 현대자동차∙기아는 ‘나노 효과’라 불렀다. ‘나노 효과’가 초격차를 결정한다는 말은 이미 진리처럼 들린다. 현대자동차∙기아가 셀프힐링 등 6가지 첨단 나노 소재 기술을 최초로 공개했다. 차세대 전기차의 글로벌 경쟁력 제고를 위한 선행 기술들이다. 현대차·기아는 20일, 서울 중구 명동의 커뮤니티하우스 마실에서 '나노 테크데이 2023'을 개최하고, 미래 모빌리티 실현의 근간이 될 나노 신기술을 대거 공개했다.자동차에 접목할 수 있는 나노 기술들은 예를 들면 이렇다. 직장인 A씨는 출근하려고 차를 봤더니 범퍼 쪽에 약간의 긁힘을 발견했다. 그러나 차에 적용된 셀프 힐링 기술 덕택에 곧바로 원래 상태로 돌아올 것을 알기에 크게 걱정하지 않는다.B씨는 전기차를 언제 충전했는지도 잊었다. 높은 효율의 태양전지가 차량 곳곳에 적용돼 있어 자체 생산한 전기로 출퇴근길 주행을 가능하게 만들어주기 때문이다. C씨는 지하주차장에 자리가 없어 야외 주차장에 차를 댔다. 한여름이라 차 안이 엄청 더울 것 같았지만 글라스에 부착된 특수한 필름이 차 안을 한결 쾌적하게 만들어 준다.1나노미터는 10억분의 1미터로, 머리카락 굵기의 10만분의 1에 해당된다. 이렇게 작은 크기 단위에서 물질을 합성하고 배열을 제어해 새로운 특성을 가진 소재를 만드는 것을 나노 기술이라 부른다. '나노 테크데이 2023'에서는 초기 조건의 사소한 변화가 전체에 막대한 영향을 미칠 수 있다는 '나비 효과(The Butterfly Effect)'에서 착안해 '나노 효과(The nano effect)'라는 주제를 잡았다. 현대차·기아는 이날 각기 다른 목적과 활용도를 가진 총 6개의 나노 소재 기술을 소개하고 별도의 전시 공간을 마련해 직접 체험해 볼 수 있도록 했다.손상 부위를 스스로, 반영구적으로 치유하는 '셀프 힐링(Self-Healing, 자가치유) 고분자 코팅', 나노 캡슐로 부품 마모를 획기적으로 줄이는 '오일 캡슐 고분자 코팅', 자동차와 건물 등 투명 성능 요구되는 모든 창에 적용 가능한 '투명 태양전지', 세계 최고 수준의 효율을 자랑하는 모빌리티 일체형 '탠덤(Tandem) 태양전지', 센서 없이 압력만으로 사용자의 생체신호를 파악하는 '압력 감응형 소재', 차량 내부의 온도 상승을 획기적으로 저감하는 '투명 복사 냉각 필름' 등이다.현대차·기아는 1970년대부터 소재 연구를 시작해 왔으며, 1990년대 후반에는 첨단 소재를 중점적으로 연구하는 조직을 갖추고 대규모 투자와 다양한 연구 프로젝트를 진행해 오고 있다. 나노 등 첨단 소재 기술은 세상 모든 모빌리티의 출발점이다. 전동화, SDV, 자율주행 등 미래 모빌리티 혁신 역시 소재라는 원천 기술이 뒷받침돼야 완벽한 구현이 가능해진다. 현대차·기아 선행기술원장 이종수 부사장은 인사말을 통해 ""기술 혁신의 근간에는 기초이자 산업융합의 핵심 고리인 소재 혁신이 먼저 있었다""며 ""앞으로도 산업 변화에 따른 우수한 첨단 소재 기술을 선행적으로 개발해 미래 모빌리티에 적극 적용해 나갈 것""이라고 밝혔다.최근 개발 경쟁이 가장 치열한 분야로 꼽히는 자율주행과 전동화는 과거와 비교할 수 없을 정도로 기술적 고도화가 이뤄지고 있지만, 핵심 부품에 발생한 미세한 상처나 마모는 치명적 오류를 불러올 수 있다. 예컨대 카메라와 라이다에 난 조그만 상처는 외부환경에 대한 정확한 판단에 지장을 초래한다. 또 대용량 모터의 초고속 회전으로 움직이는 전기차는 동력 부품의 내마모성과 내구성 확보가 반드시 필요하다.현대차·기아는 나노 소재를 활용해 이러한 문제를 해결할 두 가지 고분자 코팅 기술을 선보였다. 마치 살아있는 유기체처럼 상처를 스스로 치유하고, 마찰이 발생하는 부위에 캡슐이 터지면서 윤활막을 형성하는 기술이다. 손상 부위를 스스로, 반영구적으로 치유하는 '셀프 힐링 고분자 코팅'셀프 힐링 고분자 코팅은 차량의 외관이나 부품에 손상이 났을 때 스스로 손상 부위를 치유하는 기술이다. 현대차·기아가 개발한 셀프 힐링 기술은 상온에서 별도의 열원이나 회복을 위한 촉진제 없이도 두 시간여 만에 회복이 가능하고 반영구적으로 치유가 가능하다는 장점이 있다.  손상된 부품의 표면이 셀프 힐링 고분자 코팅 기술을 적용해 점차 회복되는 과정을 현미경으로 관찰한 모습. 이 기술은 셀프 힐링 소재가 코팅된 부품에 상처가 나면 분열된 고분자가 화학적 반응에 의해 맞닿아 있던 원래 상태로 돌아가려는 성질을 활용했다. 기존에도 셀프 힐링 기술이 상용화된 적은 있다. 하지만 코팅 내부의 캡슐이나 혈관형 방식으로 회복을 위한 촉진제를 내재해 한번 사용되고 나면 반복적으로 치유가 어려웠다. 또 일부 완성차 업체가 시도했던 기술은 별도의 가열 장치 없이는 작동하지 않아 전면부 그릴 등 한정된 부위에만 적용됐다.현대차·기아는 이 같은 한계를 넘어서는 경쟁력을 확보했다. 가장 우선적으로 자율주행의 핵심 부품인 카메라 렌즈와 라이다 센서 표면 등에 적용을 검토하고 있다. 안전에 직결되는 부품이기 때문이다. 향후에는 차량의 도장면이나 외장 그릴 등으로 적용 범위를 확대해 나갈 계획이다. 혹독한 외부 환경에서도 셀프 힐링 성능을 유지하고 발수와 절연과 같은 기능을 더하기 위한 연구도 지속할 방침이다.나노 캡슐로 부품 마모를 획기적으로 줄이는 '오일 캡슐 고분자 코팅'오일 캡슐 고분자 코팅은 셀프 힐링의 또 다른 방식인 나노 캡슐을 연구하는 과정에서 가능성을 확장해 개발된 스핀 오프(spin-off, 파생적으로 발생한) 기술이다. 이 기술은 부품에 저 마찰과 내마모성을 부여해 제품의 부가가치를 향상시킨다. 나노 캡슐이 포함된 고분자 코팅을 부품 표면에 도포하면 마찰 발생 시 코팅층의 오일 캡슐이 터지고 그 안에 들어있던 윤활유가 흘러나와 윤활막을 형성한다.   오일 캡슐 고분자 코팅 기술을 적용한 시편(왼쪽)과 적용하지 않은 시편(오른쪽)의 마모도 차이 비교. 현재 차량에는 부품의 운동 특성을 고려해 그에 적합한 윤활제가 적용된다. 액체 윤활이 불가능한 부품에는 그리스(Grease)와 같은 반고체 윤활제가 적용되는데, 급유나 교환, 세정이 까다롭고 액체 윤활에 비해 냉각 효과가 적어 고속으로 회전되는 부품에는 사용이 어렵다는 한계가 있다. 높은 온도와 압력을 견뎌야 하는 베어링 같은 부품에는 고체 윤활제가 사용되고 있으나 비용 측면에서 부담이 크다는 단점이 있다.현대차·기아가 개발한 오일 캡슐 기술은 액체와 고체 윤활제의 장점을 모두 갖춘 것이 특징이다. 나노 캡슐 내에 액체 윤활 성분을 포함하고 있어 낮은 비용으로도 높은 윤활 효과를 거둘 수 있으며, 고체 윤활제와 같이 넓은 범위에서도 적용이 가능하다. 오랜 시간 동안 안정적으로 윤활 효과를 수행한다는 강점도 있다. 이 기술은 발열과 마찰이 큰 차량의 핵심 동력 전달 부품에 적용돼 내구성과 효율을 개선할 것으로 기대된다. 특히 전기차 모터와 감속기어의 회전량 손실을 줄여 전비 개선을 도모하고 부품 수명도 크게 향상시킬 수 있다. 현대차·기아는 엔진의 구동력을 바퀴에 전달하는 드라이브 샤프트(Drive Shaft)에 이 기술을 적용해 양산을 목표로 제품을 개발 중이다. 향후에는 향기를 포함한 나노 캡슐을 실내 내장재 마감에 적용해 손길이 스칠 때마다 다채로운 향을 느낄 수 있게 하는 방안도 검토하고 있다. 전기차의 에너지 효율을 극대화하는 나노 소재 기반 차세대 태양전지 기술전기차 시장에선 주행 가능 거리 확대와 충전 시간을 줄이는 것이 핵심 경쟁력으로 꼽힌다. 현재의 전기차 에너지 시스템은 배터리에 대한 의존도가 높아 극적인 에너지 개선을 이루기 힘든 상황이다. 게다가 전자 장치의 증가로 전력 사용량이 증대됨에 따라 에너지 효율을 향상시키기 위한 고도의 기술 개발 또한 요구되고 있다.현대차·기아는 진정한 친환경 모빌리티 완성을 위해 태양전지 기반의 고효율 에너지 생성 기술을 연구하고 있다. '나노 테크데이 2023'에서 공개한 나노 소재 기반의 태양전지는 전동화 차량은 물론 건물 등에도 다양하게 활용될 수 있어 미래 성장 잠재력이 매우 큰 기술로 꼽힌다.자동차와 건물 등 투명 성능 요구되는 모든 창에 적용 가능한 ‘투명 태양전지’지금까지 대부분의 태양전지는 실리콘 소재를 기반으로 제조되고 있어 건물의 창문이나 차량의 글라스처럼 투명한 성능이 요구되는 곳에는 적용이 어려웠다. 현대차·기아가 이날 공개한 '투명 태양전지'는 우수한 전기적, 광학적 특성을 지닌 페로브스카이트(Perovskite) 소재를 이용한 태양전지 기술이다.   페로브스카이트 투명 태양전지로 생성된 전기를 통해 선풍기를 작동시키는 모습. 페로브스카이트는 빛을 전기로 바꾸는 광전효율이 높아 태양전지로 제작했을 때 발전효율이 실리콘 태양전지 대비 30% 이상 높은 것으로 알려져 있다. 글로벌 주요 대학이나 에너지 기업들도 이 소재를 활용한 태양전지 기술 개발 경쟁에 뛰어들고 있다.현대차·기아는 페로브스카이트의 또 다른 특징인 투과성을 극대화하기 위한 연구를 지속한 결과 광흡수층 두께 조절을 통해 태양광 발전과 물리적인 투명 상태 구현이라는 두 마리 토끼를 모두 잡는 성과를 거뒀다.특히 기존 셀 단위(1㎠) 소면적 연구에서 벗어나 대면적(200㎠ 이상) 투명 태양전지를 개발했다는 점에서 의미가 있다. 모듈 단위로 커진 상황에서도 1.5와트(W)급 성능을 보이는 투명 태양전지를 개발한 것은 세계 최초다. 기존 불투명 실리콘 태양전지는 전동화 차량의 지붕 위에만 한정적으로 적용돼 왔지만, 투명 태양전지는 차량의 모든 글라스에 적용돼 더 많은 발전량으로 전기차 효율을 극대화할 것으로 기대된다. 건물의 창문을 대체해 에너지 소비를 절감하는 건축 설계가 가능하다. 최고 수준 효율의 모빌리티 일체형 '탠덤 태양전지'태양전지는 지속 가능한 에너지를 얻을 수 있다는 장점에도 불구하고 낮은 효율을 극복해야 한다는 과제를 안고 있다. 기존 실리콘 태양전지의 발전 효율이 한계에 도달했다는 판단에 따라 새로운 방식의 차세대 태양전지를 개발하려는 노력은 세계 각국에서 이어지고 있다.현대차·기아는 실리콘 태양전지 위에 차세대 태양광 소재인 페로브스카이트를 접합해 만든 '탠덤 태양전지'에 주목하고 있다. 두 개의 태양전지를 적층해 서로 다른 영역대의 태양광을 상호 보완적으로 흡수해 35% 이상의 에너지 효율 달성이 가능한 기술이다.현대차·기아는 2022년 UNIST(울산과학기술원)와 공동연구실을 출범하고 고효율의 탠덤 태양전지를 개발 중이다. 자체 시험 평가에서 세계 최고 수준인 30% 이상에 달하는 에너지 효율을 기록하는 등 값진 성과도 내고 있다.현대차·기아는 친환경차의 후드, 루프, 도어 등 태양광을 직접적으로 많이 받는 부위에 탠덤 태양전지를 적용하는 것만으로도 일상 주행이 가능한 전력을 생산할 수 있을 것으로 예상하고 있다. 현재 일 평균 태양광 발전만으로(국내 평균 일조량 4시간 기준) 20km 이상의 추가 주행거리를 확보하는 것을 목표로 하고 있다. 태양광을 받는 면적이 큰 전동화 상용차에 탠덤 태양전지가 적용될 경우 전력 생산 측면에서 더 큰 효과를 낼  수 있다. 자동차 소비전력을 낮추고 쾌적한 실내 환경을 만들어 주는 나노 소재 기술현대차·기아는 고객에게 풍요롭고 편리한 모빌리티 환경을 제공하기 위해 다양한 노력을 펼치고 있다. 눈에 보이지 않을 정도로 작은 나노 기술을 활용해 개발한 압력 감응형 소재와 복사 냉각 필름 또한 이를 위한 노력의 결과물이다.센서 없이 압력만으로 사용자의 생체신호 파악하는 '압력 감응형 소재'현대차∙기아가 이날 공개한 ‘압력 감응형 소재’는 별도의 센서 없이 소재에 가해지는 압력을 전기 신호 형태로 변환하는 기술로, 차량의 발열시트 폼(foam) 내부에 적용돼 탑승자의 체형 부위만 정확하게 발열시켜 준다. 필요하지 않는 부위의 발열을 억제함으로써 소비전력 절감을 돕고, 전동화 차량의 경우에는 추가 주행거리 확보가 가능해진다.  압력 감응형 소재가 적용된 폼을 누르자 열이 발생되는 모습. 소재 개발에는 탄소나노튜브(Carbon Nano Tube, CNT)가 활용됐다. 탄소나노튜브는 수 나노에서 수십 나노미터 지름을 가진 탄소 집합체로, 튜브 모양의 구조를 갖추고 있어 가볍고 튼튼하며 전기전도도 및 열전도도가 뛰어나다는 특징이 있다. 시트에 일정 수준 이상의 압력이 가해지면 탄소나노튜브의 접촉이 증가해 저항이 줄어들고 전류량이 늘어나 해당 부위에 발열이 발생하는 원리를 활용했다.압력 감응형 소재는 자율주행 시대에 다른 센서를 대신해 탑승자의 정확한 자세 감지가 가능하고, 호흡, 심박수와 같은 생체 신호를 감지해 건강 상태를 진단하는 서비스도 가능할 것으로 예상된다.차량 내부의 온도 상승을 획기적으로 저감하는 '투명 복사 냉각 필름'물체가 복사열을 흡수하는 양보다 방출하는 양이 많아 온도가 내려가는 현상을 복사냉각이라고 한다. 현대차∙기아가 개발한 '투명 복사 냉각 필름'은 차량의 유리에 부착돼 더운 날씨에도 별도의 에너지 소비 없이 차량 내부의 온도 상승을 낮추는 친환경 기술이다. 차량의 글라스에 적용할 수 있을 정도로 양산성을 고려해 대면적화까지 성공한 사례는 현대차∙기아가 세계 최초다.다층 필름 구조로 이뤄진 이 소재는 외부로부터 들어오는 자외선, 가시광선, 근적외선과 같은 열을 차단하고 효과적인 복사 냉각을 위해 원적외선대의 열을 방사한다. 기존 틴팅 필름이 외부의 열 차단만 가능한 반면, 투명 복사 냉각 필름은 열이 외부로 방출되도록 하는 기능이 추가됨으로써 차량 내부 환경을 쾌적하게 하는 동시에 탄소 저감 효과까지 얻을 수 있다.  투명 복사 냉각 필름이 적용된 모형과 일반 열차단 필름이 적용된 모형의 온도 비교. 현대차∙기아가 실제 차량에 적용해 자체 시험한 결과에 따르면, 복사냉각 필름을 부착한 차량은 기존 틴팅 필름 적용 차량보다 최대 7℃가량 실내 온도가 낮아지는 효과를 볼 수 있었다. 여름철 차량 탑승 직후 에어컨 사용량을 크게 줄일 수 있게 됨으로써 차량 운행주기 탄소배출량은 약 0.3~0.8% 저감될 것으로 예상된다.현대차·기아 기초소재연구센터장 홍승현 상무는 ""오늘 공개된 나노 기반 기술들은 현대차그룹 소재 전문가들이 지속적인 노력을 기울인 결과""라며 ""나노 소재 기술은 모빌리티 산업 변화를 선도할 중요한 열쇠가 될 것""이라고 강조했다. /100c@osen.co.kr"
2023.07.20.,현대자동차∙기아 '나노 테크데이 2023' 개최,url없음,<네이버 기사 없음>
2023.07.20.,"현대자동차∙기아, 셀프힐링 등 6가지 첨단 나노 소재 기술 최초 공개",url없음,<네이버 기사 없음>
2023.07.19.,"전경련, 삼성·현대자동차 등 4대 그룹에 재가입 공식 요청",https://n.news.naver.com/mnews/article/366/0000918121?sid=101,"전국경제인연합회(전경련)이 조직 혁신에 따라 새로 출범하는 한국경제인협회(한경협)에 가입할 것을 요청하는 공문을 삼성·SK·현대자동차·LG 등 4대 그룹에 19일 보낸 것으로 알려졌다. 4대 그룹은 다음주부터 있을 계열사별 이사회에서 재가입 여부를 공식 논의한다는 방침이다.전경련은 이날 ‘전경련 경영위원회’ 명의로 삼성·SK·현대자동차·LG 등 4대 그룹 주요 계열사에 ‘한국경제인협회 동참 요청 서한’이라는 제목의 공문을 발송했다.4대그룹 상장사        해당 공문에서 전경련은 “기존 한국경제연구원 회원사인 4대 그룹은 한경협 회원사로 그 지위가 승계된다. 적극 동참해 주시기를 정중히 요청한다”고 밝혔다. 이어 “한경협은 회원사의 신뢰를 회복하고 국민의 사랑을 받을 수 있도록 함께 돕겠다”고도 했다.전경련은 기업의 사회적 책임(CSR), 환경·사회·지배구조(ESG) 등 새로운 경영 환경 요구가 커지는 상황에서 “한경협으로 환골탈태하기 위한 혁신안을 추진하겠다”고 했다.4대 그룹은 다음주부터 순차적으로 열리는 계열사별 이사회에서 수락 여부를 공식적으로 논의할 방침인 것으로 알려졌다.이번 전경련 요청에 따라 4대 그룹의 기존 한경연 회원사인 ▲삼성전자·삼성SDI·삼성생명·삼성화재·삼성증권 ▲SK이노베이션·SK텔레콤·SK하이닉스·SK네트웍스 ▲현대자동차·기아자동차·현대건설·현대모비스·현대제철 ▲㈜LG·LG전자는 각 계열사 별로 공식 검토 절차에 들어가게 됐다.전경련은 앞서 지난 5월 조직 혁신안을 발표하면서 1961년 첫 출범 당시 명칭인 한경협으로 이름을 바꾸고, 산하 연구기관인 한국경제연구원(한경연)을 흡수 통합하는 방안을 공식화했다.전경련은 오는 8월 말 총회를 열어 한경연 흡수 통합 등 안건을 처리할 예정이다.4대 그룹은 박근혜 정부 국정농단 사태를 계기로 전경련을 탈퇴했으나 한경연 회원으로는 형식상 남아 있었다.이에 따라 향후 쇄신 작업을 계기로 전경련에 복귀할 가능성도 거론된다."
2023.07.19.,"현대자동차·기아, 휴가철 맞아 ‘특별 무상점검 서비스’ 실시",url없음,<네이버 기사 없음>
2023.07.19.,현대차 10년뒤 설계하는 곳…그곳엔 '자동차'가 없었다,https://n.news.naver.com/mnews/article/025/0003294836?sid=101,"현대차 선행기술원    현대차 연구 차가 대중적이지 않았을 땐 차멀미를 하는 사람들이 꽤 있었습니다. 멀미약을 붙이고 여행길에 나섰지요. 그런데 차멀미를 덜어 주는 것이 꼭 제약사의 일일까요? 원인 제공(?)한 자동차 회사가 멀미를 고쳐야 하지 않을까요? 뒷좌석 멀미를 줄이는 기술을 개발하고 아예 차가 없는 연구소까지 둔 현대차그룹의 미래를 점쳐 보시죠.     김경진 기자           격한 안무에도 화사하게 흩날리는 머릿결, 가사대로 정확한 발음을 구사하는 입 모양. 지난 1월 인공지능(AI) 기술로 탄생한 4인조 버추얼 아이돌 ‘메이브’의 모습이다. 메타버스엔터테인먼트가 만든 메이브는 수십만 장의 이미지를 학습해 수정을 거듭하면서 800개가 넘는 풍성한 ‘표정’을 구현해 기존 가상인간의 한계를 뛰어넘었다는 평가를 받는다.      이 기술에 20억원을 투자한 기업은 바로 현대자동차그룹이다. 얼굴의 질감과 미묘한 표정 변화, 눈의 깜빡임, 찡그리는 콧잔등 주름까지 인식하는 최첨단 스캐닝 기술을 가진 AI가 꽉 막힌 도로에서 지친 운전자 표정을 알아채곤 ‘신나는 노래 틀어드릴까요’ 하고 말을 걸어올 날이 머지않았다는 뜻이다.      현대차는 800개에 달하는 다양한 표정을 구현한 4인조 가상 아이돌 걸그룹 메이브에 20억원을 투자했다. [사진 메타버스엔터테인먼트]           현대차그룹이 무한 확장하고 있다. 핵심은 ‘열린 혁신’이다. 자동차와 가상세계라는 다소 생경한 조합은 현대차가 1년6개월 전 ‘소비자가전쇼(CES) 2022’에서 ‘메타모빌리티’라는 밑그림으로 처음 공개했다. 그룹 내 신기술 연구개발(R&D) 조직인 ‘선행기술원(IATD)’이 10년·20년 뒤 미래 모빌리티 연구를 주도한다. 선행기술원은 김용화 CTO(최고기술책임자·사장) 산하인 남양연구소·의왕연구소와 달리 정의선 현대차그룹 회장 직속이다.      현대차 선행기술원(IATD)은 가상현실이 접목된 ‘메타모빌리티’ 연구를 주도하고 있다. 김현동 기자           경기도 성남시 그레이츠판교 12층에 자리 잡은 선행기술원에는 아예 ‘자동차’가 없었다. 대신 사무실 곳곳에서 ‘어바웃 타임’ ‘미드나잇 인 파리’ 같은 영화 포스터와 배트맨과 베어브릭 등 아기자기한 피규어가 눈에 띄었다. 2021년 출범 이후 불과 2년 만에 직원 수가 50명에서 150명으로 늘었다. 대부분이 책임연구원(과장급 이상)인 이들은 현재 ‘임베디드 AI(내장형 인공지능)’와 ‘양자 컴퓨터’ ‘셀프 힐링(self heeling)’ ‘태양전지’ 등 13개 프로젝트를 구체화하고 있다.      2021년 시작된 임베디드 AI 프로젝트는 현재 20여 명에 추가 인원을 선발하고 있을 정도로 가장 규모가 크다. 특히 사람처럼 묻고 답하는 생성형 AI인 챗GPT가 메가 히트하면서 연구에도 가속도가 붙었다. 임베디드 AI는 자율주행 때 자동차 모든 기기의 AI가 카메라 영상 등 데이터를 통해 악천후 등 환경 변화에도 매끄럽게 구동하도록 하는 개념이다. 자율주행 성능을 효율화하고 전력 소모는 100분의 1 수준으로 줄이는 것도 과제다. 지난달 말 AI 알고리즘 등 소프트웨어 개발을 마쳤고, 올 연말 아이오닉5에 적용하는 것을 목표로 하고 있다.      김경진 기자           전기차 뒷좌석의 차멀미를 완화하는 기술도 올해 3월부터 프로젝트 대상으로 꼽혔다. 운전자의 운전 습관에 따라 멀미 정도를 측정한 데이터가 모이면 가속·감속 패턴을 최적화하거나, 시청각은 물론 촉각 등 감각을 종합적으로 활용해 주행 환경을 예측하는 식으로 멀미를 줄이는 기술도 연구 중이다.      현대차는 미생물·버섯균도 투자 대상으로 삼는다. 현대차 사내벤처 출신인 엠바이옴은 중고차 에어컨 증발기들을 수거해 4000여 종의 미생물을 분석한 끝에 불쾌한 냄새를 유발하지 않는 미생물 조합을 개발했다.      김경진 기자           사내벤처 출신 스타트업 마이셀은 버섯균으로 ‘지속 가능한 가죽’을 생산한다. 버려지는 버섯균의 사체를 매트 형태로 부풀어 오르도록 배양해 내는 방식이다. 메르세데스-벤츠, BMW, 벤틀리 등도 대체 가죽을 이미 도입했거나 개발에 적극적이다.      현대차 ‘혁신’의 뚝심은 1998년 수소차 개발부터 역사가 깊다. 정몽구 현대차그룹 명예회장은 2006년 경기도 용인시 현대자동차 마북연구소를 찾아 “수소차 100대를 각각 다르게 만들어 보라. 쓰고 싶은 기술 다 적용해서”라고 주문했다. 그 결과 현대차 넥쏘는 올해 4월까지 세계 수소차 시장의 51.2%(SNE리서치) 점유율을 차지했다. 정의선 회장에게 이런 뚝심은 대물림됐다. 정 회장은 최근 임원들에게 “전기차와 함께 수소 부문에서도 퍼스트 무버(선도자)로 도약해야 한다”고 당부했다.     더 자세한 내용은 더중앙플러스에서 확인할 수 있습니다.  ① 시속 100㎞로 아우디 박았다, 제네시스 명운 건 ‘쇼킹 광고’ http://joongang.co.kr/article/25177687② “왜 신차 비닐 안 뜯습니까” 현대차 싹 뜯은 ‘정의선 스타일’ https://www.joongang.co.kr/article/25172357③ 정의선은 ‘1%’ 찾으러 갔다, 네이버에도 안뜨는 ‘비밀 기지’ https://www.joongang.co.kr/article/25170657④ ‘복붙’해 자식 공장 낳는다, 브로몽 악몽이 낳은 현지화 전략 https://www.joongang.co.kr/article/25174211⑤ 10년 뒤 현대차 설계하는 곳…그곳엔 ‘자동차’가 없었다 https://www.joongang.co.kr/article/25175901"
2023.07.20.,"현대자동차그룹, 집중호우 피해복구 위한 '성금 30억원' 통 큰 기부",url없음,<네이버 기사 없음>
2023.07.20.,"현대자동차 김진환 영업이사, 상용차 3000대 판매 달성... ""입사 32년 만, 상용 카마스터 중 최초 기록""",url없음,<네이버 기사 없음>
